stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,image_7.stopped,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,image_2.stopped,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,image_9.stopped,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,image_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,condition_1/rightstar.PNG,right,,,,,1,2,27,21,,,,,,,,,215.2786175000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.2159461000001,215.2786175000001,215.72940170000038,215.72942780000085,216.22828520000076,216.63875410000037,216.51274680000006,216.5127734000007,217.83026400000017,217.83026400000017,,218.21496630000001,right,1,0.36595630000010715,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
9,condition_1/blank.PNG,space,,,,,1,3,28,11,,,,,,,,,218.2782812000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.2159098000002,218.2782812000005,218.72918390000086,218.7292150000003,219.22804890000043,219.64747070000067,219.51285270000062,219.51287820000016,220.8296024000001,220.8296024000001,,220.9144526,space,1,0.07741959999930259,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
1,condition_1/rightstar.PNG,right,,,,,1,4,29,4,,,,,,,,,220.97686710000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.91575190000003,220.97686710000016,221.42924270000003,221.42927450000025,221.9285133000003,222.44614040000033,222.2130990000005,222.21313080000073,223.53044410000075,223.53044410000075,,223.93097940000007,right,1,0.39769220000016503,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
2,condition_1/leftstar.PNG,left,,,,,1,5,30,1,,,,,,,,,223.98806100000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.93206780000037,223.98806100000002,224.44615040000008,224.44618170000012,224.944837,225.3705929000007,225.2294148000001,225.22944050000024,226.54685160000008,226.54685160000008,227.36160780000046,227.7132229000008,left,1,1.1582303000004686,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
1,condition_1/leftstar.PNG,left,,,,,1,6,31,0,,,,,,,,,227.7691988000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.71429350000017,227.7691988000006,228.22948420000012,228.22950720000063,228.72841550000066,229.13982880000003,229.01286830000026,229.0129024000007,230.33064240000022,230.33064240000022,,230.81392380000034,left,1,0.4769101000001683,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
9,condition_1/leftstar.PNG,space,,,,,1,7,32,3,,,,,,,,,230.8708817000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.81508930000018,230.8708817000006,231.32913700000063,231.32916820000082,231.82851310000024,232.26084730000002,232.11391960000037,232.11397370000032,233.4306077000001,233.4306077000001,234.24469990000034,238.9132623000005,space,1,5.4677537999996275,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
8,condition_1/leftstar.PNG,space,,,,,1,8,33,18,,,,,,,,,238.9884677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.91424280000047,238.9884677,239.42899300000045,239.4290142000009,239.92814660000022,240.49431220000042,240.21279700000014,240.21283050000056,241.5306543000006,241.5306543000006,,241.94743430000017,left,0,0.40919209999992745,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
9,condition_1/rightstar.PNG,space,,,,,1,9,34,7,,,,,,,,,242.02009780000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.94846230000076,242.02009780000026,242.4622478000001,242.46227810000073,242.96150340000077,243.36798590000035,243.24600160000045,243.24603150000075,244.56362290000015,244.56362290000015,,245.2984236000002,right,0,0.7322816000005332,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
8,condition_1/rightstar.PNG,space,,,,,1,10,35,6,,,,,,,,,245.35545260000072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.29949660000057,245.35545260000072,245.81233300000076,245.81235520000064,246.3116454000001,246.71551340000042,246.59625180000057,246.59627680000085,247.91369900000063,247.91369900000063,,248.34724870000082,right,0,0.4313394000000699,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
1,condition_1/blank.PNG,space,,,,,1,11,36,8,,,,,,,,,248.40346350000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.34824970000045,248.40346350000073,248.86228200000005,248.86230460000024,249.3616163000006,249.7833051000007,249.64592410000023,249.64595080000072,250.96285250000074,250.96285250000074,251.76150230000076,254.46401520000018,space,1,3.496123799999623,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
9,condition_1/leftstar.PNG,space,,,,,1,12,37,19,,,,,,,,,254.5342184000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.4657801000003,254.5342184000001,254.97886310000013,254.97889250000026,255.47817860000032,255.93270830000074,255.76232690000052,255.76235240000005,257.0809035000002,257.0809035000002,,257.1303654000003,space,1,0.04077270000016142,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
8,condition_1/blank.PNG,space,,,,,1,13,38,10,,,,,,,,,257.19077670000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.1314437000001,257.19077670000024,257.6456143000005,257.6456375000007,258.1451822000008,258.53123460000006,258.42938850000064,258.4294189000002,259.74643020000076,259.74643020000076,260.5450279000006,260.6799488000006,space,1,0.9273253999999724,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
2,condition_1/leftstar.PNG,left,,,,,1,14,39,22,,,,,,,,,260.73850610000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.6809746000008,260.73850610000045,261.1956572000008,261.19568590000017,261.6948830000001,262.10922070000015,261.9793184,261.9793485,263.2970441000007,263.2970441000007,,263.81396550000045,left,1,0.5020178999993732,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
2,condition_1/rightstar.PNG,left,,,,,1,15,40,5,,,,,,,,,263.8730086000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.81492290000006,263.8730086000005,264.32898210000076,264.3290128000008,264.8283893000007,265.2345748000007,265.11221840000053,265.1122441000007,266.4302411000008,266.4302411000008,,266.9639509000008,right,0,0.5255224000002272,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
8,condition_1/rightstar.PNG,space,,,,,1,16,41,14,,,,,,,,,267.0155633000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.9649655000003,267.0155633000004,267.4791961000001,267.4792251000008,267.9786378000008,268.3980975000004,268.26266550000037,268.2626960000007,269.58054080000056,269.58054080000056,,270.1975495000006,right,0,0.6079170000002705,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
2,condition_1/blank.PNG,space,,,,,1,17,42,9,,,,,,,,,270.25343910000083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.1987259000007,270.25343910000083,270.7123898000009,270.7124123000003,271.2116831000003,271.5840040000003,271.4958867000005,271.49593540000023,272.81304700000055,272.81304700000055,273.62825580000026,274.76439500000015,space,1,1.9369888000001083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
1,condition_1/rightstar.PNG,right,,,,,1,18,43,12,,,,,,,,,274.83517930000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.76540600000044,274.83517930000016,275.27899790000083,275.27901960000054,275.7782637,276.3204469000002,276.06265670000084,276.0626933000003,277.38103540000066,277.38103540000066,,277.8306110000003,right,1,0.4374975999999151,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
2,condition_1/blank.PNG,space,,,,,1,19,44,20,,,,,,,,,277.8889826000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.8316268000008,277.8889826000004,278.3457348000002,278.3457573000005,278.8451289000004,279.2250232000006,279.13065280000046,279.1307045000003,280.4460272000006,280.4460272000006,281.24506200000087,283.39688430000024,space,1,2.939599100000123,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
9,condition_1/rightstar.PNG,space,,,,,1,20,45,15,,,,,,,,,283.4915503000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.39803890000076,283.4915503000002,283.91221900000073,283.9122408000003,284.41160260000015,284.8669062000008,284.69646980000016,284.69650290000027,286.01369070000055,286.01369070000055,,286.3471930000005,right,0,0.33075929999995424,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
2,condition_1/rightstar.PNG,right,,,,,1,21,46,13,,,,,,,,,286.4078520000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.3482735000007,286.4078520000003,286.86247750000075,286.8624993000003,287.3619726000006,287.7704147000004,287.6459631000007,287.6459928000004,288.9640889000002,288.9640889000002,289.7782590000006,290.3314317000004,right,1,1.3597952999998597,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
9,condition_1/leftstar.PNG,space,,,,,1,22,47,24,,,,,,,,,290.38886640000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.3325582000007,290.38886640000055,290.84668580000016,290.8467229000007,291.34487640000043,291.7520194000008,291.62891450000006,291.6289385,292.9468644000008,292.9468644000008,,293.33087500000056,left,0,0.36900359999981447,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
8,condition_1/leftstar.PNG,space,,,,,1,23,48,2,,,,,,,,,293.38521560000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.33207440000024,293.38521560000027,293.84673080000084,293.84675830000015,294.3448971000007,294.7527133000003,294.6293076000002,294.6293325000006,295.94710170000053,295.94710170000053,,296.39743030000045,space,1,0.43550840000079916,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
8,condition_1/rightstar.PNG,space,,,,,1,24,49,23,,,,,,,,,296.4722339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.3985556000007,296.4722339,296.9121074000004,296.9121287000007,297.4115902000003,297.8295355,297.69598140000016,297.6960172000008,299.0138893000003,299.0138893000003,,299.6306336000007,space,1,0.6091313999995691,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.6313409000004,299.6446839,299.6446839,302.0967279000006,space,2.4470382999998037,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.0967870000004,302.1115813000006,302.1115813000006,321.09629850000056,space,18.97506450000037,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
8,test2/leftstar.PNG,left,,,,,,,,,0,0,0,5,,,,,321.20134080000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.11946650000027,321.20134080000025,321.6123193000003,321.61234630000035,322.1117328,322.67603130000043,322.3971096000005,322.39714080000067,323.7245238000005,323.7245238000005,324.26425460000064,left,0.5268730999996478,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
1,test2/leftstar.PNG,space,,,,,,,,,0,1,1,0,,,,,324.3255790000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.26599070000066,324.3255790000003,324.7787954000005,324.7788207000003,325.27857380000023,325.6814929000002,325.56263410000065,325.5626602000002,326.88014160000057,326.88014160000057,327.4310909000005,left,0.5466292000000976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
1,test2/blank.PNG,space,,,,,,,,,0,2,2,2,,,,,327.4858382000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.43217790000017,327.4858382000002,327.94563990000006,327.94567260000076,328.4448145000006,328.86599920000026,328.72945920000075,328.72948800000086,330.0460348000006,330.0460348000006,331.99674270000014,space,1.9358038999998826,None,330.8451405000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
8,test2/rightstar.PNG,right,,,,,,,,,0,3,3,1,,,,,332.0558135000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.99766460000046,332.0558135000001,332.5119452000008,332.51198620000014,333.0117594000003,333.4423200000001,333.29570350000085,333.29573360000086,334.6136649,334.6136649,335.0500099000001,right,0.4335345999998026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
9,test2/rightstar.PNG,right,,,,,,,,,0,4,4,3,,,,,335.1061729000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.0509146000004,335.1061729000003,335.5629054000001,335.56293070000083,336.06155280000075,336.47470840000005,336.3452343000008,336.34525270000086,337.6637916000009,337.6637916000009,338.08057760000065,right,0.4051399999998466,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
2,test2/leftstar.PNG,space,,,,,,,,,0,5,5,4,,,,,338.1700993000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.08146250000027,338.1700993000004,338.5953233,338.5953485,339.0947565000006,339.50599260000035,339.3809276000002,339.38098750000063,340.6969321000006,340.6969321000006,341.11386720000064,left,0.4079744999999093,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.1144669000005,341.1281213000002,341.1281213000002,342.1284843000003,342.8630154000002,space,1.7183674999996583,None,,,,,,,,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.8630780000003,342.8782873,342.8782873,343.6136425000004,space,0.731956600000558,None,,,,,,,,,,,,,,,,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
2,condition_2/rightstar.PNG,space,,,,,,,,,,,,,0,0,0,13,343.69070550000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.6355435000005,343.69070550000015,344.1288716000008,344.12889930000074,344.62822060000053,345.16332480000074,344.91250990000026,344.9125445000009,346.2448170000007,346.2448170000007,346.8640298,right,0,0.6020988000000216,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
8,condition_2/rightstar.PNG,right,,,,,,,,,,,,,0,1,1,23,346.9216514000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.86554630000046,346.9216514000009,347.3792548000001,347.3792794000001,347.87856640000064,348.2804814000001,348.16245400000025,348.1624816000003,349.4805815000009,349.4805815000009,349.9979000000003,right,1,0.49962369999957446,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
9,condition_2/leftstar.PNG,left,,,,,,,,,,,,,0,2,2,19,350.05135600000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.9993523000003,350.05135600000085,350.5122271,350.51226140000017,351.01165590000073,351.47248350000064,351.29591790000086,351.2959466000002,352.6139653,352.6139653,353.13046340000074,left,1,0.5043279999999868,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
8,condition_2/rightstar.PNG,right,,,,,,,,,,,,,0,3,3,6,353.1948783000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.1316564000008,353.1948783000007,353.6456997000005,353.6457257000002,354.14531420000003,354.5631578000002,354.42980050000006,354.42984350000006,355.74715820000074,355.74715820000074,356.21359350000057,right,1,0.4549599000001763,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
1,condition_2/leftstar.PNG,space,,,,,,,,,,,,,0,4,4,0,356.30411320000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.21456600000056,356.30411320000076,356.7288922000007,356.72891960000015,357.2285025000001,357.66261470000063,357.5128168000001,357.5128549000001,358.8302740000008,358.8302740000008,359.49775900000077,left,0,0.6600182000001951,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
8,condition_2/leftstar.PNG,left,,,,,,,,,,,,,0,5,5,2,359.5541309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.4990886000005,359.5541309,360.012111,360.0121699000001,360.5116826000003,360.93437260000064,360.79634390000047,360.7963711000002,362.1135045000001,362.1135045000001,362.7475071000008,left,1,0.6316233000006832,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
2,condition_2/rightstar.PNG,space,,,,,,,,,,,,,0,6,6,21,362.8032604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.74868230000084,362.8032604,363.2622142,363.26223950000076,363.76137760000074,364.16816310000013,364.0458266000005,364.0458582000001,365.3638619000003,365.3638619000003,365.7807117000002,right,0,0.41350319999946805,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
2,condition_2/rightstar.PNG,space,,,,,,,,,,,,,0,7,7,5,365.84234060000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.7818614000007,365.84234060000017,366.2957765000001,366.29580070000065,366.7948421000001,367.2063887000004,367.0792334000007,367.07926190000035,368.39700490000087,368.39700490000087,368.7802797000004,right,0,0.36954490000061924,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
9,condition_2/rightstar.PNG,right,,,,,,,,,,,,,0,8,8,7,368.83445760000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.78135440000005,368.83445760000086,369.29587340000035,369.2959086000001,369.7950167000008,370.20670450000034,370.07906450000064,370.07909870000003,371.39697180000076,371.39697180000076,371.78096240000013,right,1,0.373350500000015,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
