stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,image_7.stopped,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,image_2.stopped,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,image_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,condition_1/leftstar.PNG,left,,,,,1,3,28,17,,,,,,,,,199.10604380000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.0458301,199.10604380000007,199.56122490000007,199.56126270000004,200.0603867000001,200.46261530000004,200.3438989,200.3439095,201.66220750000002,201.66220750000002,,202.16190270000004,left,1,0.4939989000000651,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
2,condition_1/blank.PNG,space,,,,,1,4,29,20,,,,,,,,,202.22982810000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.1629038000001,202.22982810000008,202.6781923000001,202.6782091,203.17689270000005,203.5456888,203.46122490000005,203.46125540000003,204.77832790000002,204.77832790000002,,205.29563410000003,space,1,0.5051832999999988,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
1,condition_1/rightstar.PNG,right,,,,,1,5,30,4,,,,,,,,,205.36137170000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.29636700000003,205.36137170000006,205.8110905000001,205.81111350000003,206.31019720000006,206.90873350000004,206.5946606,206.59468450000008,207.91240570000002,207.91240570000002,,208.24610630000006,right,1,0.3266287999999804,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
8,condition_1/leftstar.PNG,space,,,,,1,6,31,2,,,,,,,,,208.3543469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.2471058000001,208.3543469,208.7612484,208.76128010000002,209.26023210000005,209.6796803000001,209.5446482000001,209.5446747000001,210.86243990000003,210.86243990000003,,210.96257430000003,space,1,0.0961278999999422,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
9,condition_1/leftstar.PNG,space,,,,,1,7,32,19,,,,,,,,,211.0172007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.9635565000001,211.0172007,211.47769700000003,211.47773660000007,211.9768392000001,212.40557230000002,212.26135110000007,212.261388,213.57900370000004,213.57900370000004,,213.8616134,space,1,0.265752300000031,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
1,condition_1/leftstar.PNG,left,,,,,1,8,33,16,,,,,,,,,213.91541970000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.86226390000002,213.91541970000003,214.37754870000003,214.3775697000001,214.87678160000007,215.28748130000008,215.16127800000004,215.1613046,216.47887500000002,216.47887500000002,,216.96154690000003,left,1,0.4751283999999032,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
1,condition_1/rightstar.PNG,right,,,,,1,9,34,12,,,,,,,,,217.06081430000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.9619824,217.06081430000006,217.4775882,217.47762280000006,217.97686700000008,218.43819170000006,218.26096630000006,218.26099090000002,219.5789287,219.5789287,,219.92886810000005,right,1,0.33951089999993656,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
8,condition_1/rightstar.PNG,space,,,,,1,10,35,14,,,,,,,,,219.9822901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.92988860000003,219.9822901,220.44433370000002,220.44435050000004,220.94391810000002,221.3410212,221.22832700000004,221.2283599000001,222.5458139000001,222.5458139000001,,222.71332860000007,space,1,0.16525609999996504,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
2,condition_1/leftstar.PNG,left,,,,,1,11,36,1,,,,,,,,,222.77237360000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.71442090000005,222.77237360000004,223.2276276,223.22764270000005,223.7271307000001,224.13876100000004,224.01144550000004,224.01147750000007,225.32931680000002,225.32931680000002,,225.71326320000003,left,1,0.36888569999996434,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
8,condition_1/blank.PNG,space,,,,,1,12,37,10,,,,,,,,,225.77604040000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.71459620000007,225.77604040000006,226.22758250000004,226.22760630000005,226.72688700000003,227.14493130000005,227.0112686,227.01129980000007,228.32819140000004,228.32819140000004,,228.72960690000002,space,1,0.3932694000000083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
8,condition_1/leftstar.PNG,space,,,,,1,13,38,18,,,,,,,,,228.78000340000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.73093360000007,228.78000340000006,229.24431900000002,229.24435690000007,229.74359260000006,230.2952457,230.0278465,230.02787280000007,231.3457972,231.3457972,,231.74634600000002,space,1,0.3904886999999917,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
9,condition_1/rightstar.PNG,space,,,,,1,14,39,15,,,,,,,,,231.80025550000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.74747360000003,231.80025550000005,232.26122810000004,232.261261,232.76038210000002,233.16218800000001,233.0448368000001,233.0448689000001,234.36260370000002,234.36260370000002,,234.59652390000008,space,1,0.22020200000008572,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
9,condition_1/blank.PNG,space,,,,,1,15,40,11,,,,,,,,,234.64820600000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.59772680000003,234.64820600000007,235.11109,235.11111190000008,235.61041340000008,235.97822240000005,235.89495410000006,235.8949784,237.21169970000005,237.21169970000005,238.01040640000008,238.51232860000005,space,1,1.2873360999999477,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
9,condition_1/leftstar.PNG,space,,,,,1,16,41,3,,,,,,,,,238.5677137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.5134504,238.5677137,239.0277099,239.0277470000001,239.52709270000003,240.04591190000008,239.81164520000004,239.81167720000008,241.12917220000008,241.12917220000008,,241.42974560000005,space,1,0.29815929999995205,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
8,condition_1/rightstar.PNG,space,,,,,1,17,42,23,,,,,,,,,241.4960168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.4308661,241.4960168,241.94465300000002,241.94468960000006,242.44423690000008,242.84249810000006,242.72876280000003,242.72881960000007,244.04586730000005,244.04586730000005,,244.34594830000003,space,1,0.2899423999999726,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
9,condition_1/rightstar.PNG,space,,,,,1,18,43,7,,,,,,,,,244.4052475000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.34708020000005,244.4052475000001,244.8615489,244.8615727,245.36041610000007,245.77368550000006,245.64505480000003,245.6450801000001,246.96256960000005,246.96256960000005,,247.312728,space,1,0.3417233000000124,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
2,condition_1/blank.PNG,space,,,,,1,19,44,9,,,,,,,,,247.36306030000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.31383820000008,247.36306030000003,247.82768240000007,247.82770670000002,248.32735490000005,248.69192210000006,248.61126620000005,248.61129160000007,249.92811890000007,249.92811890000007,,250.69683970000006,space,1,0.7652828000000227,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
2,condition_1/rightstar.PNG,right,,,,,1,20,45,13,,,,,,,,,250.7483191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.6979702000001,250.7483191,251.21108190000007,251.2111159000001,251.71045650000008,252.23430040000005,251.9943906000001,251.99441530000001,253.31227940000008,253.31227940000008,,253.6965566,right,1,0.37745649999999387,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
2,condition_1/leftstar.PNG,left,,,,,1,21,46,22,,,,,,,,,253.7487976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.69753160000005,253.7487976,254.2110120000001,254.21103570000002,254.71029210000006,255.11827540000002,254.99506470000006,254.99509420000004,256.31267390000005,256.31267390000005,,256.661689,left,1,0.33268279999992956,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
8,condition_1/rightstar.PNG,space,,,,,1,22,47,6,,,,,,,,,256.7123675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.6621311,256.7123675,257.17779010000004,257.1778313000001,257.6769918,258.08739090000006,257.96188670000004,257.9619172,259.2790570000001,259.2790570000001,,259.4792966,space,1,0.19482749999997395,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
2,condition_1/rightstar.PNG,left,,,,,1,23,48,5,,,,,,,,,259.5306154000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.48036980000006,259.5306154000001,259.99436990000004,259.9943941,260.49359230000005,260.90111720000004,260.77782250000007,260.77784670000005,262.09586,262.09586,,262.446462,right,0,0.3452168999999685,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
1,condition_1/leftstar.PNG,left,,,,,1,24,49,0,,,,,,,,,262.498151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.44757530000004,262.498151,262.9609249,262.9609478000001,263.4607058,263.87317340000004,263.74477060000004,263.7448021,265.0622806,265.0622806,,265.41299130000004,left,1,0.3407296000000315,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.4139395000001,265.427005,265.427005,313.3448624,space,47.90205549999996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.34489499999995,313.3602310000001,313.3602310000001,325.4791547,space,12.103515199999947,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
8,test2/rightstar.PNG,right,,,,,,,,,0,0,0,1,,,,,325.61633270000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.5002092,325.61633270000016,325.9942453000001,325.99427979999996,326.49357050000003,326.99922760000004,326.77806710000004,326.778096,328.10705630000007,328.10705630000007,328.64549090000014,right,0.5232295000000704,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
8,test2/leftstar.PNG,left,,,,,,,,,0,1,1,5,,,,,328.6931115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.6466078000001,328.6931115,329.16125720000014,329.1613026,329.6603719,330.0867330000001,329.9450141,329.9450409000001,331.2624052000001,331.2624052000001,331.7462405000001,left,0.46743480000009185,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
1,test2/leftstar.PNG,space,,,,,,,,,0,2,2,0,,,,,331.80643110000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.7471190000001,331.80643110000005,332.26085090000015,332.2608798000001,332.76026679999995,333.16962520000016,333.04465529999993,333.0446810000001,334.36248290000003,334.36248290000003,334.72924439999997,space,0.3508741000000555,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
9,test2/rightstar.PNG,right,,,,,,,,,0,3,3,3,,,,,334.7791139000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.7300755000001,334.7791139000001,335.244226,335.24424999999997,335.74354540000013,336.14725420000013,336.02823890000013,336.0282738000001,337.3460493,337.3460493,337.6630602,right,0.31468119999999544,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
1,test2/blank.PNG,space,,,,,,,,,0,4,4,2,,,,,337.7154365000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.66393719999996,337.7154365000001,338.1779847,338.17801940000004,338.6769481000001,339.11463849999996,338.9614858,338.9615215000001,340.2782399,340.2782399,340.77934060000007,space,0.49629300000015064,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
2,test2/leftstar.PNG,space,,,,,,,,,0,5,5,4,,,,,340.83429309999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.7802342,340.83429309999997,341.29452420000007,341.29456890000006,341.79364609999993,342.35094090000007,342.0780962000001,342.07812250000006,343.3956330000001,343.3956330000001,343.74582899999996,space,0.3397675999999592,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.74650700000007,343.76023839999993,343.76023839999993,344.7603960000001,344.9785922000001,space,1.2141630000000987,None,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.9786543,344.99364230000015,344.99364230000015,345.8617644000001,space,0.8591962999998941,None,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
9,condition_2/leftstar.PNG,left,,,,,,,,,,,,,0,0,0,19,345.94405299999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.88137499999993,345.94405299999994,346.3780011000001,346.3780282,346.87704770000005,347.28939919999993,347.1613823,347.16141770000013,348.4923093,348.4923093,348.8785829000001,left,1,0.3734675000000607,None,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
9,condition_2/rightstar.PNG,right,,,,,,,,,,,,,0,1,1,7,348.9321092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.87967520000007,348.9321092,349.39447570000016,349.3945037000001,349.8937192000001,350.30082659999994,350.17804790000014,350.17808390000005,351.49592210000014,351.49592210000014,351.81245260000014,right,1,0.3017664000001332,None,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
9,condition_2/blank.PNG,space,,,,,,,,,,,,,0,2,2,11,351.87425129999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.8133093000001,351.87425129999997,352.3276512,352.3276754000001,352.8270099000001,353.2107268,353.1113501,353.1113838000001,354.42839419999996,354.42839419999996,355.1126107,space,1,0.6802047999999559,None,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
1,condition_2/leftstar.PNG,space,,,,,,,,,,,,,0,3,3,0,355.16884530000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.11379149999993,355.16884530000016,355.6277241,355.6277514000001,356.12699109999994,356.6558156000001,356.41139280000016,356.4114208000001,357.7293488,357.7293488,358.11252420000005,space,1,0.36882760000003145,None,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
8,condition_2/rightstar.PNG,right,,,,,,,,,,,,,0,4,4,14,358.16814079999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.11355070000013,358.16814079999995,358.6277729000001,358.6277992,359.1270839000001,359.56800079999994,359.41129279999996,359.41132570000013,360.72895970000013,360.72895970000013,361.4956248000001,right,1,0.7500222000001031,None,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
9,condition_2/leftstar.PNG,left,,,,,,,,,,,,,0,5,5,3,361.55582530000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.49673899999993,361.55582530000015,362.01099850000014,362.01102349999996,362.5101939000001,362.9553456000001,362.79477880000013,362.79480590000003,364.1124568,364.1124568,364.52896140000007,left,1,0.3995425000000523,None,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
8,condition_2/blank.PNG,space,,,,,,,,,,,,,0,6,6,24,364.58313509999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.5300750000001,364.58313509999994,365.0449979,365.04502290000005,365.5435744000001,365.9101178000001,365.8277515,365.8277783000001,367.14506040000015,367.14506040000015,367.62894630000005,space,1,0.4675448000000415,None,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
1,condition_2/rightstar.PNG,space,,,,,,,,,,,,,0,7,7,12,367.6950214000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.6300097000001,367.6950214000001,368.14450039999997,368.14452559999995,368.6437966000001,369.2035743000001,368.9284460000001,368.9284739,370.24561700000004,370.24561700000004,370.5293153,space,1,0.2717350999998871,None,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
1,condition_2/leftstar.PNG,space,,,,,,,,,,,,,0,8,8,16,370.5813805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.53065289999995,370.5813805,371.0446684000001,371.0447156,371.5437094000001,371.9434254,371.8283331,371.8283689,373.14600659999996,373.14600659999996,373.529262,space,1,0.3692799999998897,None,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
9,condition_2/leftstar.PNG,left,,,,,,,,,,,,,0,9,9,20,373.58368429999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.53035380000006,373.58368429999996,374.0448308,374.04487530000006,374.5435864000001,374.94113029999994,374.82802489999995,374.8280523000001,376.1458384,376.1458384,376.4960386,left,1,0.3482945999999174,None,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
