stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,image_7.stopped,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,image_2.stopped,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,image_9.stopped,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,text_13.stopped,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,image_5.stopped,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
9,condition_1/rightstar.PNG,space,,,,,1,3,28,7,,,,,,,,,251.44258689999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.38850619999994,251.44258689999992,251.90192969999998,251.9019545000001,252.4013445999999,252.80478089999997,252.6850821999999,252.6851074000001,254.00309270000002,254.00309270000002,254.3196734999999,space,1,0.31002570000009655,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
2,condition_1/blank.PNG,space,,,,,1,4,29,9,,,,,,,,,254.37436019999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.32084650000002,254.37436019999996,254.83548220000011,254.8355071000001,255.3344681000001,255.74226360000011,255.61894559999996,255.61897829999998,256.9355373000001,256.9355373000001,262.33587050000006,space,1,5.384866900000134,None,257.734293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
8,condition_1/leftstar.PNG,space,,,,,1,5,30,2,,,,,,,,,262.3932629000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.33696009999994,262.3932629000001,262.85197070000004,262.8519959,263.3510045999999,263.9880052000001,263.6356204000001,263.6356555,264.9531890999999,264.9531890999999,265.2703793999999,space,1,0.3156008999999358,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
2,condition_1/rightstar.PNG,right,,,,,1,6,31,13,,,,,,,,,265.31842460000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.27146790000006,265.31842460000007,265.78502000000003,265.7850432,266.2842826000001,266.7186604000001,266.56861019999997,266.56863599999997,267.8860171000001,267.8860171000001,268.236713,right,1,0.3368877000000339,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
1,condition_1/rightstar.PNG,right,,,,,1,7,32,4,,,,,,,,,268.29506779999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.2378741,268.29506779999997,268.7515873,268.7516124000001,269.2509471000001,269.6838811,269.5359337,269.5359681,270.8532324,270.8532324,271.18623219999995,right,1,0.31802509999988615,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
2,condition_1/rightstar.PNG,left,,,,,1,8,33,5,,,,,,,,,271.28418209999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.1872687,271.28418209999995,271.7016860000001,271.7017095000001,272.20104790000005,272.6207308999999,272.48581820000004,272.4858607000001,273.80350939999994,273.80350939999994,274.10348840000006,right,0,0.294193899999982,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
8,condition_1/leftstar.PNG,space,,,,,1,9,34,18,,,,,,,,,274.1724575999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.1049911,274.1724575999999,274.61859589999995,274.61863229999994,275.1179460000001,275.53062840000007,275.4025398000001,275.4025753000001,276.7202374000001,276.7202374000001,279.1024307,space,1,2.372260200000028,None,277.53454220000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
9,condition_1/blank.PNG,space,,,,,1,10,35,11,,,,,,,,,279.1564472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.1035300000001,279.1564472,279.6188525,279.6189425,280.1179715999999,280.5389762,280.4020111,280.4020372,281.71894640000005,281.71894640000005,284.6530765,space,1,2.92834270000003,None,282.5177805999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
8,condition_1/blank.PNG,space,,,,,1,11,36,10,,,,,,,,,284.70508459999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.6542443000001,284.70508459999996,285.1686691,285.16869399999996,285.66777849999994,285.9936579,285.9533397,285.9533716000001,287.2689468000001,287.2689468000001,287.7865389000001,space,1,0.5146815999999035,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
1,condition_1/rightstar.PNG,right,,,,,1,12,37,12,,,,,,,,,287.8358175000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.7876530000001,287.8358175000001,288.3018202999999,288.30184510000004,288.80109259999995,289.3319197999999,289.0854055,289.0854306000001,290.4031321,290.4031321,290.83682410000006,right,1,0.4242673000001105,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
8,condition_1/rightstar.PNG,space,,,,,1,13,38,23,,,,,,,,,290.8935690999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.83790780000004,290.8935690999999,291.35209009999994,291.3521151,291.85123169999997,292.2815258999999,292.13575489999994,292.1357885,293.4531409000001,293.4531409000001,294.02033589999996,right,0,0.5600701999999274,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
9,condition_1/leftstar.PNG,space,,,,,1,14,39,3,,,,,,,,,294.09914920000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.0214522000001,294.09914920000006,294.53528430000006,294.53531040000007,295.0342696,295.4479424000001,295.31903850000003,295.3190718999999,296.6365856,296.6365856,297.8863042999999,space,1,1.2417826000000787,None,297.4343294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
8,condition_1/rightstar.PNG,space,,,,,1,15,40,6,,,,,,,,,297.9420276000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.8873974999999,297.9420276000001,298.4017543,298.4017785000001,298.9008827,299.31715770000005,299.1854572,299.18548310000006,300.5032349999999,300.5032349999999,301.53653110000005,space,1,1.0212883000001511,None,301.3177856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
2,condition_1/leftstar.PNG,left,,,,,1,16,41,22,,,,,,,,,301.6014663000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.53770800000007,301.6014663000001,302.0519876999999,302.05202959999997,302.5510056999999,303.03283540000007,302.8353394999999,302.8353657,304.1531906,304.1531906,304.7537620999999,left,1,0.5893020999999408,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
1,condition_1/rightstar.PNG,right,,,,,1,17,42,21,,,,,,,,,304.8069064000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.75486849999993,304.8069064000001,305.2688194,305.2688508000001,305.767797,306.17612899999995,306.0524052999999,306.0524396999999,307.3697563999999,307.3697563999999,308.2859579000001,right,1,0.9019800999999461,None,308.18448779999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
1,condition_1/leftstar.PNG,left,,,,,1,18,43,0,,,,,,,,,308.3429450000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.2870422000001,308.3429450000001,308.8019658999999,308.8019913999999,309.30092379999996,309.7264279000001,309.58556279999993,309.5855967,310.9035524000001,310.9035524000001,311.3201650000001,left,1,0.39935399999990295,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
2,condition_1/leftstar.PNG,left,,,,,1,19,44,1,,,,,,,,,311.3783252999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.3212635,311.3783252999999,311.83527090000007,311.835294,312.33432930000004,312.74614440000005,312.61869980000006,312.6187261,313.9364908,313.9364908,314.2867199,left,1,0.3341958999999406,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
1,condition_1/blank.PNG,space,,,,,1,20,45,8,,,,,,,,,314.3390770000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.28778439999996,314.3390770000001,314.8017893000001,314.8018142000001,315.3011076,315.72433120000005,315.58539930000006,315.5854403000001,316.9024093999999,316.9024093999999,319.6371101,space,1,2.7292620999999144,None,317.7012073000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
2,condition_1/blank.PNG,space,,,,,1,21,46,20,,,,,,,,,319.6892654999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.63818190000006,319.6892654999999,320.1517128999999,320.15174920000004,320.65145570000004,320.9715053,320.93549770000004,320.93553139999995,322.2523392999999,322.2523392999999,322.7537884000001,space,1,0.4924346999998761,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
8,condition_1/rightstar.PNG,space,,,,,1,22,47,14,,,,,,,,,322.8048553000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.7548687000001,322.8048553000001,323.2684345,323.2684587000001,323.7678092000001,324.2980577000001,324.0522549,324.0522800000001,325.3699477,325.3699477,325.8530177,space,1,0.46734540000011293,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
2,condition_1/leftstar.PNG,left,,,,,1,23,48,17,,,,,,,,,325.9132694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.85411150000004,325.9132694,326.3686800999999,326.36873489999994,326.8678987999999,327.2998662,327.15207409999994,327.15210060000004,328.46997910000005,328.46997910000005,328.9037423,left,1,0.4157408999999461,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
9,condition_1/rightstar.PNG,space,,,,,1,24,49,15,,,,,,,,,328.9569810999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.90494119999994,328.9569810999999,329.4183207000001,329.41834470000003,329.9176758000001,330.3393959,330.20262,330.2026529,331.51993330000005,331.51993330000005,331.63700199999994,space,1,0.10484429999996792,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.6377987000001,331.65103,331.65103,333.5196029000001,space,1.8536321999999927,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.51965629999995,333.5344209,333.5344209,357.3869827000001,space,23.83645660000002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
8,test2/rightstar.PNG,right,,,,,,,,,0,0,0,1,,,,,357.49927589999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.40606389999994,357.49927589999993,357.90156890000003,357.901605,358.4011115999999,358.96848939999995,358.6852059,358.6852404000001,360.01599609999994,360.01599609999994,360.8177802,361.62023610000006,right,1.5940680999999586,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
1,test2/blank.PNG,space,,,,,,,,,0,1,1,2,,,,,361.6839844000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.6215829,361.6839844000001,362.13501610000003,362.1350556,362.6342164,363.0155314000001,362.91896429999997,362.9189968999999,364.2357151000001,364.2357151000001,365.03429370000003,367.2699493,space,3.0256721000000653,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
8,test2/leftstar.PNG,left,,,,,,,,,0,2,2,5,,,,,367.3338066000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.27087630000005,367.3338066000001,367.7853439999999,367.78537069999993,368.2844030000001,368.72502110000005,368.56841269999995,368.56843860000004,369.8864582000001,369.8864582000001,,370.31973270000003,space,0.4226303000000371,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
2,test2/leftstar.PNG,space,,,,,,,,,0,3,3,4,,,,,370.3835719000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.3207076000001,370.3835719000001,370.8350749000001,370.83510060000003,371.3342586000001,371.8222059,371.61921929999994,371.6192535,372.9366296999999,372.9366296999999,373.7509597999999,373.80264379999994,left,0.8595035000000735,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
1,test2/leftstar.PNG,space,,,,,,,,,0,4,4,0,,,,,373.8525959000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.8035615000001,373.8525959000001,374.3182462,374.3182709,374.8179688,375.23432249999996,375.10237069999994,375.10239720000004,376.42001490000007,376.42001490000007,,376.5533103,right,0.13111810000009427,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
9,test2/rightstar.PNG,right,,,,,,,,,0,5,5,3,,,,,376.60567719999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.5542708999999,376.60567719999995,377.06869830000005,377.06872539999995,377.56778099999997,377.9921663,377.8516291000001,377.8516489000001,379.1701842,379.1701842,,379.536474,right,0.357256100000086,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.53707080000004,379.55091289999996,379.55091289999996,380.5510792,391.48635119999994,space,11.93104429999994,None,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.4864166,391.50132540000004,391.50132540000004,392.5009963,393.15328999999997,space,1.6455203000000438,None,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
8,condition_2/leftstar.PNG,left,,,,,,,,,,,,,0,0,0,18,393.27425300000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.17519960000004,393.27425300000004,393.66868339999996,393.6687122000001,394.1680558999999,394.7234827,394.4524824,394.4525188,395.7833198999999,395.7833198999999,396.58433059999993,400.1368723999999,space,0,4.345673000000033,None,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
1,condition_2/leftstar.PNG,space,,,,,,,,,,,,,0,1,1,0,400.1899776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.13844659999995,400.1899776,400.6520633,400.6520886999999,401.1510972000001,401.55555559999993,401.4352635,401.43529050000006,402.7532811000001,402.7532811000001,,403.1204780999999,right,0,0.35700779999979204,None,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
2,condition_2/rightstar.PNG,space,,,,,,,,,,,,,0,2,2,21,403.1773809000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.1215512000001,403.1773809000001,403.6352362,403.6352830999999,404.1344862000001,404.5565182,404.41904109999996,404.4190814000001,405.73682770000005,405.73682770000005,406.55086890000007,406.55255050000005,right,0,0.8136030000000574,None,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
1,condition_2/leftstar.PNG,space,,,,,,,,,,,,,0,3,3,22,406.6140035000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.55369410000003,406.6140035000001,407.0687296000001,407.0687580000001,407.56787770000005,408.0351826000001,407.85200899999995,407.85204410000006,409.16993350000007,409.16993350000007,409.9846331000001,410.50268140000003,space,1,1.3205012999999326,None,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
2,condition_2/rightstar.PNG,space,,,,,,,,,,,,,0,4,4,5,410.5631114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.5037855999999,410.5631114,411.0184945000001,411.0185162,411.5178742999999,411.9458727000001,411.80257430000006,411.8026104999999,413.1199971000001,413.1199971000001,,413.5199723999999,space,1,0.38593730000002324,None,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
2,condition_2/leftstar.PNG,space,,,,,,,,,,,,,0,5,5,1,413.5778163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.5211038,413.5778163,414.0350334,414.0350764,414.5343560000001,414.9447394000001,414.81921850000003,414.81925580000006,416.13653079999995,416.13653079999995,,416.63716980000004,space,1,0.49574219999999514,None,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
1,condition_2/rightstar.PNG,space,,,,,,,,,,,,,0,6,6,12,416.6897395000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.6382033,416.6897395000001,417.1519679999999,417.1520104000001,417.6510679999999,418.05651850000004,417.93564749999996,417.93567770000004,419.25346850000005,419.25346850000005,,419.6370658000001,space,1,0.37118660000010095,None,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
1,condition_2/blank.PNG,space,,,,,,,,,,,,,0,7,7,8,419.68834029999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.6381924,419.68834029999994,420.1517689,420.1517968999999,420.6510238999999,421.0760732000001,420.9355132999999,420.93554990000007,422.2522558999999,422.2522558999999,423.0511818,423.58599849999996,space,1,1.3250626999999895,None,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
8,condition_2/blank.PNG,space,,,,,,,,,,,,,0,8,8,24,423.6364383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.5871729999999,423.6364383,424.10174170000005,424.10176980000006,424.60112000000004,424.9218111,424.88571249999995,424.8858012999999,426.2026642000001,426.2026642000001,427.0179763000001,429.0695214,space,1,2.850314699999899,None,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
9,condition_2/rightstar.PNG,right,,,,,,,,,,,,,0,9,9,15,429.13257550000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.07060520000005,429.13257550000003,429.58533710000006,429.58536460000005,430.08445959999995,430.64195300000006,430.3681715,430.36818760000006,431.68686879999996,431.68686879999996,,432.2531641999999,right,1,0.5594605999999658,None,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
