stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,image_7.stopped,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,image_2.stopped,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,image_9.stopped,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,text_13.stopped,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,image_5.stopped,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,condition_1/leftstar.PNG,left,,,,,1,2,27,16,,,,,,,,,190.46234395112697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.35774087744335,190.46234395112697,190.86016867160015,190.86018549789628,191.3727835861887,191.8729569571326,191.65693135231754,191.65694367156993,192.9859671694926,192.9859671694926,193.3611788503074,space,0,0.36957697489651764,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
8,condition_1/rightstar.PNG,space,,,,,1,3,28,23,,,,,,,,,193.4594462225566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.36170467206148,193.4594462225566,193.87681919303486,193.87683211322656,194.37280672234579,194.87775876139244,194.65675617855595,194.65677570907815,195.98560119755166,195.98560119755166,198.57502905540787,space,1,2.577041901083021,None,196.78944324189843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
1,condition_1/rightstar.PNG,right,,,,,1,4,29,21,,,,,,,,,198.6869756054764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.57671468971716,198.6869756054764,199.07680483058925,199.0768159479635,199.5894738297011,200.09364314550794,199.8735720183504,199.87359214981188,201.20223134714934,201.20223134714934,201.66172744765527,right,1,0.45689042836147564,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
8,condition_1/leftstar.PNG,space,,,,,1,5,30,18,,,,,,,,,201.76780372365943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.66271178597913,201.76780372365943,202.17692309541349,202.17693481372703,202.6727330472063,203.17392801470146,202.9566936207907,202.95670984614753,204.28545480877528,204.28545480877528,206.44161245194005,space,1,2.1508940171700033,None,205.089385792116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
2,condition_1/leftstar.PNG,left,,,,,1,6,31,22,,,,,,,,,206.5452176661688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.44324820830002,206.5452176661688,206.943447119158,206.94345883747133,207.4561548788447,207.95261264303872,207.73983391243837,207.73985043826497,209.0688838516835,209.0688838516835,209.7613523414393,left,1,0.6782036967372278,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
9,condition_1/blank.PNG,space,,,,,1,7,32,11,,,,,,,,,209.85781359108023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.76215549661015,209.85781359108023,210.27679557612646,210.27680759490931,210.7727515561321,211.17997526534486,211.0568500452507,211.0568722799992,212.37789938115293,212.37789938115293,216.60723879278544,space,1,4.217944403513911,None,213.1892982352822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
8,condition_1/rightstar.PNG,space,,,,,1,8,33,6,,,,,,,,,216.71483935093784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.6080578728438,216.71483935093784,217.11019090634863,217.11020202372265,217.62283797118153,218.12944018912776,217.9068294931319,217.90684752130642,219.23568112245835,219.23568112245835,220.84053749199256,space,1,1.5921020370635688,None,220.0393894578449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
1,condition_1/leftstar.PNG,left,,,,,1,9,34,0,,,,,,,,,220.9483591957512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.84136198050328,220.9483591957512,221.3436521595952,221.34366357743897,221.85618865162473,222.35943823006596,222.140109863695,222.14012819233903,223.46891552117654,223.46891552117654,225.22378643343836,left,1,1.7430537443917729,None,224.2728041383075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
2,condition_1/blank.PNG,space,,,,,1,10,35,20,,,,,,,,,225.3305754232715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.22453159798147,225.3305754232715,225.72684100712604,225.72685242496982,226.239490776185,226.6342516084137,226.52340297416822,226.52341829811644,227.84456738991707,227.84456738991707,229.00721036836376,space,1,1.159574583158701,None,228.65608973704116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
8,condition_1/rightstar.PNG,space,,,,,1,11,36,14,,,,,,,,,229.11825881487607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.00810546722437,229.11825881487607,229.51030730826142,229.51031962751404,230.02296188483365,230.52977803711656,230.30703543497793,230.3070747964921,231.63565630367157,231.63565630367157,232.42792185627718,space,1,0.7913764631364302,None,232.5286287409965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
8,condition_1/leftstar.PNG,space,,,,,1,12,37,2,,,,,,,,,232.5286287409965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.42845128366616,232.5286287409965,232.94351863091651,232.9435300487603,233.43954371892391,233.9380936527607,233.7236187714161,233.72364340992112,235.052235133066,235.052235133066,236.07387104567033,space,1,1.0157794601402657,None,235.85613306475375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
1,condition_1/rightstar.PNG,right,,,,,1,13,38,12,,,,,,,,,236.17658356479524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.07469222901568,236.17658356479524,236.57695686819375,236.5769694879159,237.08954263723354,237.5938261314784,237.37355519205425,237.37357382116784,238.70233050210868,238.70233050210868,239.11140630577484,right,1,0.40608673234532944,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
2,condition_1/rightstar.PNG,left,,,,,1,14,39,5,,,,,,,,,239.2071380152904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.11218211821438,239.2071380152904,239.62691684564652,239.62692796302076,240.12287763316522,240.6208001865316,240.4066230705348,240.40663478884812,241.73548852146132,241.73548852146132,242.34442646968682,right,0,0.5950622633049534,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
2,condition_1/leftstar.PNG,left,,,,,1,15,40,17,,,,,,,,,242.44138890257705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.34503011306083,242.44138890257705,242.8602534040199,242.8602657232725,243.35626196620092,243.8616253480941,243.64022434260278,243.64024507500335,244.96895698597768,244.96895698597768,245.9406876065916,left,1,0.9623568713184341,None,245.77285371578705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
2,condition_1/leftstar.PNG,left,,,,,1,16,41,1,,,,,,,,,246.04446198519054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.94160584160932,246.04446198519054,246.44362469667612,246.44363671545898,246.9561759117148,247.45960727424836,247.2402164102059,247.24023233509342,248.5688817483965,248.5688817483965,249.04465398524826,left,1,0.4664838209153004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
2,condition_1/blank.PNG,space,,,,,1,17,42,9,,,,,,,,,249.13974028611915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.04546855826288,249.13974028611915,249.56025286317458,249.56026488195766,250.05631160377447,250.46177786644967,250.34019285339127,250.34021358579207,251.6612812503381,251.6612812503381,252.37772841396531,space,1,0.7014525300139667,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
9,condition_1/rightstar.PNG,space,,,,,1,18,43,15,,,,,,,,,252.4709860570099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.3782692591983,252.4709860570099,252.89367343284084,252.89368545162392,253.3895624081315,253.89007561016365,253.67358457797854,253.6736044089705,255.00246685520142,255.00246685520142,256.6571690237504,space,1,1.641499835943705,None,255.80615836429183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
9,condition_1/rightstar.PNG,space,,,,,1,19,44,7,,,,,,,,,256.76034516742766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.6578429770045,256.76034516742766,257.16031343784084,257.16032515615416,257.6729163336463,258.17900955613436,257.9567831607237,257.95679998701985,259.2856813628339,259.2856813628339,260.04487603226335,space,1,0.7505468546244174,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
1,condition_1/rightstar.PNG,right,,,,,1,20,45,4,,,,,,,,,260.15539805608205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0458510560304,260.15539805608205,260.56031475990676,260.56032768009845,261.05634976341025,261.577690013954,261.34032746376056,261.3403496985088,262.66896485828056,262.66896485828056,263.0942675212823,right,1,0.41489800259842013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
9,condition_1/leftstar.PNG,space,,,,,1,21,46,24,,,,,,,,,263.19181677125016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.09483480783774,263.19181677125016,263.6103098922997,263.61032100967395,264.10637614463894,264.60842985417617,264.3903472346585,264.3903700703461,265.71897591556103,265.71897591556103,265.84463739932767,space,1,0.11676908672870923,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
9,condition_1/leftstar.PNG,space,,,,,1,22,47,3,,,,,,,,,265.94293602041284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.84534170000893,265.94293602041284,266.36029877492547,266.36031019276925,266.85624634178293,267.3594872066067,267.1402784271261,267.1402994599962,268.46916881702737,268.46916881702737,268.862131639326,space,1,0.3815738235714434,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
9,condition_1/leftstar.PNG,space,,,,,1,23,48,19,,,,,,,,,268.9604362698026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.8633202969602,268.9604362698026,269.3769847517701,269.3769961696139,269.8728878491306,270.36801573499065,270.1568986011339,270.1569172302475,271.48572889712045,271.48572889712045,271.9283722601683,space,1,0.43765286389566427,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
2,condition_1/rightstar.PNG,right,,,,,1,24,49,13,,,,,,,,,272.0257406274527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.92932685200435,272.0257406274527,272.44369710984324,272.4437088281568,272.93968433868463,273.4489889799779,273.2237104146361,273.2237320484453,274.552279602563,274.552279602563,275.09482699562886,right,1,0.5385619646383475,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.09543845121175,275.10657956254045,275.10657956254045,316.7739134719741,space,41.66550975865084,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.77394231705307,316.7897848758039,316.7897848758039,319.52407542507444,space,2.7180414551860395,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
8,test2/rightstar.PNG,right,,,,,,,,,0,0,0,1,,,,,319.6877784601777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.5300133047929,319.6877784601777,320.04059734553175,320.0406135708886,320.52296759375554,321.023798692597,320.8070351345084,320.80706007348294,322.1558244224075,322.1558244224075,322.52785863747863,right,0.36009355420651445,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
2,test2/leftstar.PNG,space,,,,,,,,,0,1,1,4,,,,,322.6227102716125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.5285449099854,322.6227102716125,323.04097383390763,323.04098615316025,323.53958536400705,324.04673203282096,323.823463608928,323.82347682958925,325.15238074062154,325.15238074062154,325.2949189994124,space,0.13912342208391237,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
8,test2/leftstar.PNG,left,,,,,,,,,0,2,2,5,,,,,325.4012299421536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.2956187930499,325.4012299421536,325.80727160406286,325.8072878294199,326.30620673989324,326.8248577877507,326.59016881582556,326.59018173601703,327.919060407605,327.919060407605,328.42806818495956,left,0.5000991549593437,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
9,test2/rightstar.PNG,right,,,,,,,,,0,3,3,3,,,,,328.5266047779471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.4286772367857,328.5266047779471,328.9406299164334,328.94064944695583,329.43960441377794,329.9332750222047,329.7236563301128,329.72367616110455,331.0526338561906,331.0526338561906,331.478586134411,right,0.41454705413616466,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
1,test2/leftstar.PNG,space,,,,,,,,,0,4,4,0,,,,,331.5735831958184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.4796401816759,331.5735831958184,331.99053190325844,331.9905748704075,332.4895406541343,332.9834985114737,332.7734807957877,332.7734967206752,334.1023480495319,334.1023480495319,334.44481876276245,space,0.3324566632732058,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
1,test2/blank.PNG,space,,,,,,,,,0,5,5,2,,,,,334.5459369903285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.44550383339083,334.5459369903285,334.9573450388268,334.957368775923,335.4564114798609,335.8725567316603,335.7404393586298,335.7404645980739,337.06130120151784,337.06130120151784,342.30738698437926,space,5.229365252015896,None,337.87309276938004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.3079001864114,342.32326469807026,342.32326469807026,343.32289812519,345.42393732925825,space,3.0885555946833847,None,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.4239787940594,345.44009267683555,345.44009267683555,346.4396861415021,348.84081933245284,space,3.388104529758948,None,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
9,condition_2/blank.PNG,space,,,,,,,,,,,,,0,0,0,11,349.0186588600666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.8664890490859,349.0186588600666,349.34377324883326,349.34378767137287,349.8564377409016,350.2625301821688,350.1403325116494,350.1403535445195,351.46162252368003,351.46162252368003,352.27302227921814,353.7406716216103,space,1,2.2703760436811535,None,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
1,condition_2/leftstar.PNG,space,,,,,,,,,,,,,0,1,1,16,353.8417474829664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.7418094998866,353.8417474829664,354.24379650517835,354.2438106272484,354.75648833997775,355.2567650724552,355.04035366470725,355.04037529851666,356.3691734442589,356.3691734442589,357.1730362210062,357.24075064510816,space,1,0.8587970279952515,None,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
9,condition_2/rightstar.PNG,right,,,,,,,,,,,,,0,2,2,15,357.34605892088166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.2415859505236,357.34605892088166,357.74370696524534,357.74372078684587,358.25660522264207,358.75382738143185,358.5400099275148,358.54002314817603,359.86930655228,359.86930655228,,360.3288281926996,right,1,0.4539869908694527,None,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
9,condition_2/leftstar.PNG,left,,,,,,,,,,,,,0,3,3,19,360.4299506268396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.32931495340927,360.4299506268396,360.8437212675972,360.8437350891975,361.33972171709956,361.83369820355256,361.6235008070614,361.62351342678335,362.95248584487854,362.95248584487854,363.7561884713432,364.1406495070496,left,1,1.1782851239916,None,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
1,condition_2/leftstar.PNG,space,,,,,,,,,,,,,0,4,4,0,364.23894933001293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.1413490002176,364.23894933001293,364.6437076863724,364.64372180844225,365.15639561506737,365.6469275183258,365.44014105243673,365.4401527707503,366.7692339588309,366.7692339588309,,367.12801866757377,space,1,0.3535886884021693,None,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
8,condition_2/blank.PNG,space,,,,,,,,,,,,,0,5,5,24,367.22437715662045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.1286045832428,367.22437715662045,367.6437746910874,367.6437885126877,368.13974749738895,368.52758400828816,368.4237558456357,368.42377657803627,369.7448081862335,369.7448081862335,370.53965447200903,371.9741295696915,space,1,2.2178161030058163,None,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
8,condition_2/leftstar.PNG,left,,,,,,,,,,,,,0,6,6,18,372.07278424722153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.97495495961107,372.07278424722153,372.4771658147354,372.47717933586614,372.98975939598404,373.50012499534273,373.27385758463333,373.2738831245472,374.60263830314034,374.60263830314034,375.40628714555123,375.6908240197781,left,1,1.0728617683716948,None,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
1,condition_2/leftstar.PNG,space,,,,,,,,,,,,,0,7,7,22,375.78970945794094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.6916440012453,375.78970945794094,376.1938707812569,376.1938858047358,376.7065833484571,377.20615457837516,376.9903365980356,376.9903570299666,378.31917921327454,378.31917921327454,,378.74528382956896,space,1,0.4201015346782242,None,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
