stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,image_7.stopped,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,image_2.stopped,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,image_9.stopped,routine_26.started,text_12.started,key_resp_11.started,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,image_5.stopped,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,condition_1/rightstar.PNG,right,,,,,1,3,28,13,,,,,,,,,137.2082282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.12347339999997,137.2082282,137.6372619,137.6372955999999,138.13641289999998,138.58673569999996,138.42097409999997,138.4210015,139.7389791999999,139.7389791999999,,140.13893789999997,right,1,0.38456250000001546,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
8,condition_1/leftstar.PNG,space,,,,,1,4,29,2,,,,,,,,,140.19710209999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.1400079,140.19710209999994,140.65397389999998,140.65401829999996,141.15304189999995,141.62160069999993,141.43723749999992,141.4372515,142.7555084999999,142.7555084999999,,143.1552757999999,space,1,0.3826123999999709,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
8,condition_1/leftstar.PNG,space,,,,,1,5,30,18,,,,,,,,,143.21343419999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.1563511999999,143.21343419999994,143.67062899999996,143.67065259999993,144.16990799999996,144.60886919999996,144.45383529999992,144.45385579999993,145.7720895,145.7720895,,146.50516259999995,space,1,0.7246698999999808,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
1,condition_1/rightstar.PNG,right,,,,,1,6,31,21,,,,,,,,,146.56845699999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.50624679999999,146.56845699999997,147.02081499999997,147.02084109999998,147.51977739999995,147.93040399999995,147.80403679999995,147.8040625,149.12191659999996,149.12191659999996,,149.555427,right,1,0.43113340000002154,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
2,condition_1/leftstar.PNG,left,,,,,1,7,32,17,,,,,,,,,149.61307419999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.55650939999998,149.61307419999991,150.07072469999991,150.0707501999999,150.56979619999993,150.98676439999997,150.85429469999997,150.85432089999995,152.17184729999997,152.17184729999997,,152.67242569999996,left,1,0.4949397999999974,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
8,condition_1/rightstar.PNG,space,,,,,1,8,33,23,,,,,,,,,152.72981649999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.67353749999995,152.72981649999997,153.18734129999996,153.18736449999994,153.68643129999998,154.09862569999996,153.9710455999999,153.97107199999994,155.2884674999999,155.2884674999999,,155.8217856,space,1,0.5242782999999918,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
2,condition_1/leftstar.PNG,left,,,,,1,9,34,22,,,,,,,,,155.8822986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.82281839999996,155.8822986,156.3370746999999,156.3370982,156.8363144,157.25613079999994,157.1208722,157.12096929999996,158.4386531,158.4386531,,158.80561369999998,left,1,0.3583303000000342,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
8,condition_1/rightstar.PNG,space,,,,,1,10,35,6,,,,,,,,,158.8650614999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.80688409999993,158.8650614999999,159.32048179999992,159.32050519999996,159.81987349999997,160.23036589999992,160.10393499999998,160.1039619999999,161.4221086,161.4221086,,161.95532509999998,space,1,0.5276986999999735,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
1,condition_1/leftstar.PNG,left,,,,,1,11,36,16,,,,,,,,,162.01377889999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.95633899999996,162.01377889999992,162.47073319999993,162.47075619999998,162.96999329999994,163.38385019999998,163.25402309999993,163.25405649999993,164.5727945,164.5727945,,164.97305929999993,left,1,0.3946157000000312,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
2,condition_1/rightstar.PNG,left,,,,,1,12,37,5,,,,,,,,,165.03718429999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.97415869999998,165.03718429999992,165.4874496,165.48747129999992,165.98625449999997,166.39953879999996,166.27083329999994,166.27086279999992,167.58845789999998,167.58845789999998,,167.9558773,right,0,0.35195950000002085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
1,condition_1/rightstar.PNG,right,,,,,1,13,38,12,,,,,,,,,168.01896879999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.95684999999992,168.01896879999993,168.47050449999995,168.47052639999993,168.97019709999995,169.3759374,169.25402969999993,169.25405919999992,170.57205939999994,170.57205939999994,,171.00582499999996,right,1,0.42851840000002994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
9,condition_1/leftstar.PNG,space,,,,,1,14,39,3,,,,,,,,,171.0661788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.00688919999993,171.0661788,171.52059329999997,171.52061619999995,172.01995499999998,172.42752009999992,172.30433099999993,172.3043581999999,173.62213569999994,173.62213569999994,,174.0054189,space,1,0.38030160000005253,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
9,condition_1/rightstar.PNG,space,,,,,1,15,40,15,,,,,,,,,174.06714929999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.00659259999998,174.06714929999998,174.520581,174.5206053999999,175.0197462,175.43912269999998,175.30405469999994,175.30408009999996,176.6220058,176.6220058,,177.0403642,space,1,0.41416289999995115,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
8,condition_1/rightstar.PNG,space,,,,,1,16,41,14,,,,,,,,,177.10479199999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.04135569999994,177.10479199999997,177.5550811999999,177.55512649999991,178.0532705999999,178.4621403,178.3375173999999,178.33754379999993,179.65514209999992,179.65514209999992,,180.07192599999996,space,1,0.404563899999971,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
8,condition_1/blank.PNG,space,,,,,1,17,42,10,,,,,,,,,180.13946509999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.07295899999997,180.13946509999994,180.5875249999999,180.5875499,181.08649059999993,181.5177544999999,181.37073699999996,181.37077079999995,182.6877617,182.6877617,183.48639979999996,184.95462169999996,space,1,2.258326000000011,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
1,condition_1/rightstar.PNG,right,,,,,1,18,43,4,,,,,,,,,185.01727999999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.95565219999992,185.01727999999991,185.47080529999994,185.4708577,185.9695534,186.5112673,186.2546641,186.2547045,187.57179729999996,187.57179729999996,,187.95547079999994,right,1,0.3803572000000486,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
1,condition_1/blank.PNG,space,,,,,1,19,44,8,,,,,,,,,188.01352499999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.95653859999993,188.01352499999996,188.4705783999999,188.47060169999997,188.9699518,189.3402612,189.25433529999998,189.2543644,190.57110709999995,190.57110709999995,191.36976659999993,195.77150339999992,space,1,5.185802800000033,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
2,condition_1/blank.PNG,space,,,,,1,20,45,20,,,,,,,,,195.83594799999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.772559,195.83594799999992,196.28725079999992,196.28727379999998,196.78629219999993,197.11461299999996,197.0708323,197.0708581,198.38778219999995,198.38778219999995,199.1863383,200.02219029999992,space,1,1.6190818000000036,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
2,condition_1/leftstar.PNG,left,,,,,1,21,46,1,,,,,,,,,200.09583669999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.02334409999992,200.09583669999995,200.53748659999997,200.537508,201.0363094999999,201.61838709999995,201.32072469999991,201.3207536,202.6387393,202.6387393,,203.15638219999994,left,1,0.5048403999999209,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
9,condition_1/rightstar.PNG,space,,,,,1,22,47,7,,,,,,,,,203.21503559999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.15746159999992,203.21503559999996,203.670476,203.67049989999998,204.1701465,204.58981829999993,204.45453179999993,204.45458889999998,205.77205489999994,205.77205489999994,,206.45575499999995,space,1,0.6690436000000091,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
2,condition_1/blank.PNG,space,,,,,1,23,48,9,,,,,,,,,206.51664359999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.45681939999997,206.51664359999995,206.9707492,206.97080119999998,207.46977379999998,207.8441156,207.75435019999998,207.75438269999995,209.0709925,209.0709925,209.8697115,211.7547305999999,space,1,2.6724481999999625,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
9,condition_1/leftstar.PNG,space,,,,,1,24,49,19,,,,,,,,,211.81969359999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.7558277999999,211.81969359999994,212.27083699999991,212.2708695,212.7697111,213.19630029999996,213.0549375999999,213.0549727,214.37201289999996,214.37201289999996,,214.88996049999992,space,1,0.5051897999999255,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.89077469999995,214.90309209999998,214.90309209999998,222.08817639999995,space,7.177616199999989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.08823339999992,222.1030601,222.1030601,228.45496049999997,space,6.336824299999989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
9,test2/rightstar.PNG,right,,,,,,,,,0,0,0,3,,,,,228.61506109999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.46955249999996,228.61506109999993,228.97070859999997,228.9707366,229.47013319999996,230.09065509999994,229.75432049999995,229.7543548,231.07914099999994,231.07914099999994,231.55566779999992,right,0.46749160000001666,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
1,test2/blank.PNG,space,,,,,,,,,0,1,1,2,,,,,231.61416569999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.5569124,231.61416569999994,232.0705284999999,232.07055619999994,232.57001889999992,233.01482959999998,232.85393119999992,232.85395329999994,234.17094009999994,234.17094009999994,235.77144199999998,space,1.5855402999999342,None,234.96988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
2,test2/leftstar.PNG,space,,,,,,,,,0,2,2,4,,,,,235.83220159999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.77230739999993,235.83220159999996,236.28707539999994,236.28710019999994,236.78659879999998,237.39909869999997,237.07054959999994,237.07057309999993,238.38897459999998,238.38897459999998,239.0219553999999,space,0.6199974000001021,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
8,test2/rightstar.PNG,right,,,,,,,,,0,3,3,1,,,,,239.08465819999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.0228571,239.08465819999992,239.53739689999998,239.53744949999998,240.0369045,240.45622649999996,240.32076849999999,240.32080429999996,241.63909739999997,241.63909739999997,242.1051278,right,0.45533289999991666,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
1,test2/leftstar.PNG,space,,,,,,,,,0,4,4,0,,,,,242.2124240999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.10587829999997,242.2124240999999,242.62034469999992,242.6203802,243.11985189999996,243.5986064,243.40425619999996,243.4042844999999,244.72199639999997,244.72199639999997,245.25572449999993,space,0.5211891000000151,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
8,test2/leftstar.PNG,left,,,,,,,,,0,5,5,5,,,,,245.31786809999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.25674099999992,245.31786809999994,245.77051669999992,245.77053979999994,246.2701154,246.69383329999994,246.55385679999995,246.5538831,247.87218099999996,247.87218099999996,248.22218999999996,left,0.3456824999999526,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.2228311,248.23623869999994,248.23623869999994,249.03821759999994,space,0.7882210000000214,None,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.03827579999995,249.05302169999993,249.05302169999993,249.854246,space,0.7920736999999463,None,,,,,,,,,,,,,,,,,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
9,condition_2/blank.PNG,space,,,,,,,,,,,,,0,0,0,11,249.93823799999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.87415739999994,249.93823799999996,250.37044119999996,250.37046799999996,250.87012949999996,251.2424793,251.15431979999994,251.15435289999994,252.472168,252.472168,253.28670169999998,255.40565619999995,space,1,2.918385100000023,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
1,condition_2/leftstar.PNG,space,,,,,,,,,,,,,0,1,1,16,255.46474899999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.4072708,255.46474899999998,255.9202553,255.9202712,256.42011949999994,256.9728831,256.7047458999999,256.704798,258.02220579999994,258.02220579999994,,258.3720930999999,space,1,0.3433724000000211,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
1,condition_2/leftstar.PNG,space,,,,,,,,,,,,,0,2,2,0,258.44938819999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.37315119999994,258.44938819999993,258.88728779999997,258.88731499999994,259.3864205,259.81848489999993,259.6711742,259.67120409999995,260.98880699999995,260.98880699999995,,261.3724490999999,space,1,0.38132519999999204,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
9,condition_2/rightstar.PNG,right,,,,,,,,,,,,,0,3,3,15,261.43128939999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.37354089999997,261.43128939999997,261.8872894,261.8873443,262.3863655,262.8024684999999,262.6707928999999,262.670847,263.9887478999999,263.9887478999999,,264.3555685,right,1,0.35792259999993803,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
9,condition_2/leftstar.PNG,left,,,,,,,,,,,,,0,4,4,3,264.4122158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.35666519999995,264.4122158,264.8705953,264.8706133999999,265.37011099999995,265.77935719999994,265.6542048,265.6542407999999,266.9720248,266.9720248,,267.38937369999996,left,1,0.40212589999998727,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
2,condition_2/blank.PNG,space,,,,,,,,,,,,,0,5,5,9,267.4641191999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.3906508,267.4641191999999,267.9042498,267.9042850999999,268.4031220999999,268.7933795,268.6879032999999,268.6879432999999,270.00436719999993,270.00436719999993,270.80315229999997,272.0881334999999,space,1,2.0770344000000023,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
2,condition_2/leftstar.PNG,space,,,,,,,,,,,,,0,6,6,17,272.1489164999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0896821,272.1489164999999,272.6040865,272.6041451,273.10303669999996,273.6541917999999,273.38886619999994,273.3889018,274.70534569999995,274.70534569999995,,275.1555085,space,1,0.43810530000007475,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
1,condition_2/rightstar.PNG,space,,,,,,,,,,,,,0,7,7,12,275.21526229999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.15641719999996,275.21526229999995,275.6706068,275.67066409999995,276.1698270999999,276.5891133,276.4544826,276.45451679999996,277.7723024999999,277.7723024999999,,278.33895029999996,space,1,0.5561983000000055,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
2,condition_2/leftstar.PNG,space,,,,,,,,,,,,,0,8,8,1,278.40053379999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.33998999999994,278.40053379999995,278.8537381,278.85377029999995,279.3536239,279.76011159999996,279.6380015,279.6380307999999,280.9553641,280.9553641,,281.45655479999994,space,1,0.4830785000000333,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
9,condition_2/leftstar.PNG,left,,,,,,,,,,,,,0,9,9,19,281.5063442999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.45764769999994,281.5063442999999,281.97094519999996,281.9709780999999,282.46982549999996,282.86982649999993,282.75442699999996,282.7544588999999,284.0719634999999,284.0719634999999,,284.43890709999994,left,1,0.36386690000006183,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
