stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,image_7.stopped,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,image_2.stopped,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,image_9.stopped,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,text_13.stopped,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,image_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,condition_1/leftstar.PNG,space,,,,,1,2,27,1,,,,,,,,,175.31564669999352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.2451141999918,175.31564669999352,175.7598624999955,175.7598730999889,176.2608518999914,,176.55999879998853,176.56000869999116,177.9095501999982,177.9095501999982,178.21149459999288,space,1,0.29781709999952,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
1,condition_1/rightstar.PNG,space,,,,,1,3,28,4,,,,,,,,,178.29389739999897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.2118599999958,178.29389739999897,178.72695919999387,178.7269687999942,179.22794040000008,,179.5268924999982,179.52690359999542,180.82648399999016,180.82648399999016,181.47796689999814,space,1,0.6503960000118241,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
1,condition_1/blank.PNG,space,,,,,1,4,29,8,,,,,,,,,181.54404670000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.47850579999795,181.54404670000076,181.99367630000052,181.9936858000001,182.4936630000011,182.80975239998952,182.77734109999437,182.77735199999006,184.18481890000112,184.18481890000112,185.14455729999463,space,1,0.9578473000001395,None,184.99378039999283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
2,condition_1/rightstar.PNG,space,,,,,1,5,30,5,,,,,,,,,185.21080809998966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.14498599999934,185.21080809998966,185.66026639999473,185.6602772999904,186.16041369999584,186.64394099998754,186.4440123999957,186.44402239999908,187.8012461999897,187.8012461999897,188.07794540000032,space,1,0.2747009999875445,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
9,condition_1/rightstar.PNG,right,,,,,1,6,31,15,,,,,,,,,188.1612793999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.07839169999352,188.1612793999957,188.59373139998934,188.59374179999577,189.07653229999414,189.56057560000045,189.36027269999613,189.3602838999941,190.676489999998,190.676489999998,191.11148909998883,right,1,0.42863959999522194,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
9,condition_1/rightstar.PNG,right,,,,,1,7,32,7,,,,,,,,,191.1934285999887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.11191169999074,191.1934285999887,191.62687519998872,191.6268856999959,192.12680980000005,192.59404979999817,192.41148819999944,192.41149959999893,193.72652969999763,193.72652969999763,194.04429619999428,right,1,0.31219830000190996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
9,condition_1/blank.PNG,space,,,,,1,8,33,11,,,,,,,,,194.11527639999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.04466189999948,194.11527639999986,194.5609495999961,194.560959800001,195.059889799988,195.37888009999006,195.34354799998982,195.3435591999878,196.7503457999992,196.7503457999992,197.97762109999894,space,1,1.220416699987254,None,197.55996089999098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
8,condition_1/leftstar.PNG,left,,,,,1,9,34,18,,,,,,,,,198.0432839999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.97800849999476,198.0432839999994,198.4933394999971,198.49334969998745,198.9932681999926,199.4400498999894,199.2775735999894,199.27758339999127,200.626614599998,200.626614599998,200.9772687999939,space,0,0.3454834000003757,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
8,condition_1/rightstar.PNG,right,,,,,1,10,35,23,,,,,,,,,201.04717309999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.97771019999345,201.04717309999978,201.49355129999458,201.4935614999995,201.99356839999382,202.43042520000017,202.27783939999063,202.277849399994,203.5765371000016,203.5765371000016,204.0279193999886,right,1,0.4423374000034528,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
1,condition_1/leftstar.PNG,space,,,,,1,11,36,22,,,,,,,,,204.1019826999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.02827460000117,204.1019826999982,204.54341519999434,204.5434263999923,205.02686449998873,205.46897129999707,205.31151749999844,205.31152719999955,206.62668469999335,206.62668469999335,206.91137999999046,space,1,0.28287510000518523,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
1,condition_1/leftstar.PNG,space,,,,,1,12,37,0,,,,,,,,,206.99284449999686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.91180699999677,206.99284449999686,207.42669659999956,207.42671159999736,207.91058329999214,208.36643619999813,208.1940398000006,208.19405199999164,209.52819189999718,209.52819189999718,209.87718529999256,space,1,0.33847649999370333,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
2,condition_1/leftstar.PNG,space,,,,,1,13,38,17,,,,,,,,,209.9465637999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.87760310000158,209.9465637999965,210.39386069998727,210.39387089999218,210.87729939998826,211.31893739999214,211.1621623999963,211.1622018999915,212.47652839998773,212.47652839998773,212.76095859998895,space,1,0.27957909999531694,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
8,condition_1/rightstar.PNG,right,,,,,1,14,39,6,,,,,,,,,212.83496899998863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.7613183999929,212.83496899998863,213.27868540000054,213.27869629999623,213.76050769998983,214.2019741999975,214.0442738999991,214.04428570000164,215.35944789998757,215.35944789998757,215.7938010999933,right,1,0.42119709998951294,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
9,condition_1/leftstar.PNG,left,,,,,1,15,40,3,,,,,,,,,215.86306199998944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.79415169999993,215.86306199998944,216.31056459998945,216.31057459999283,216.793454499988,217.24074359999213,217.07711949999793,217.0771296999883,218.39351409999654,218.39351409999654,218.81066879999707,left,1,0.40662480000173673,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
8,condition_1/leftstar.PNG,left,,,,,1,16,41,2,,,,,,,,,218.8843210999912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.81104239998967,218.8843210999912,219.3116893999977,219.31171739999263,219.81049519999942,220.2494924999919,220.09412619999785,220.09413729999505,221.41130029999476,221.41130029999476,221.77717139999731,left,1,0.35741549999511335,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
2,condition_1/rightstar.PNG,space,,,,,1,17,42,13,,,,,,,,,221.84818939999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.77752659999533,221.84818939999968,222.2774911999877,222.27750079998805,222.77701669999806,223.2267576999875,223.0607377999986,223.06074979998812,224.3764247999934,224.3764247999934,224.71166999998968,space,1,0.32466569999814965,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
8,condition_1/blank.PNG,space,,,,,1,18,43,10,,,,,,,,,224.78183989999525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.71203049999895,224.78183989999525,225.2268447999959,225.226854499997,225.7120689000003,226.04323809999914,225.99660699999367,225.99661899999774,227.40458439999202,227.40458439999202,228.76268079999136,space,1,1.3570307000045432,None,228.21002399999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
9,condition_1/leftstar.PNG,left,,,,,1,19,44,20,,,,,,,,,228.82748389999324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.763134599998,228.82748389999324,229.27721899999597,229.2772291000001,229.77730139999767,230.21551129998988,230.06053769998834,230.06054929998936,231.40566199999012,231.40566199999012,231.7274941999931,left,1,0.31400520000897814,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
1,condition_1/rightstar.PNG,space,,,,,1,20,45,12,,,,,,,,,231.81105099999695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.72784589999355,231.81105099999695,232.24383169999055,232.24384629999986,232.7432911999931,233.18224769999506,233.02687279999373,233.02688419999322,234.32704739998735,234.32704739998735,234.7608610999887,space,1,0.42958729999372736,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
8,condition_1/blank.PNG,space,,,,,1,21,46,24,,,,,,,,,234.84309529999155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.76126010000007,234.84309529999155,235.26239589999022,235.26243769998837,235.76050089999626,236.07678179998766,236.04471199998807,236.04472199999145,237.4544668999879,237.4544668999879,238.295601299993,space,1,0.8309376000106568,None,238.26117059998796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
1,condition_1/leftstar.PNG,space,,,,,1,22,47,16,,,,,,,,,238.36716090000118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.29610649999813,238.36716090000118,238.81025029999728,238.8102624999883,239.31081979999726,,239.610111099988,239.61012189999747,240.95982239999285,240.95982239999285,241.54460019999533,space,1,0.5834345999901416,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
8,condition_1/rightstar.PNG,right,,,,,1,23,48,14,,,,,,,,,241.62755509999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.5449907000002,241.62755509999988,242.06047099998978,242.0604819,242.54373039999336,242.98393809999106,242.8268065000011,242.82681679999223,244.1433309999993,244.1433309999993,244.44441019999795,right,1,0.2973248999915086,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
9,condition_1/leftstar.PNG,left,,,,,1,24,49,19,,,,,,,,,244.5112889000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.44478749998962,244.5112889000011,244.9604410999891,244.96045049998793,245.44426599999133,245.88855099999637,245.72876600000018,245.7287776000012,247.04266749999078,247.04266749999078,247.3612923999899,left,1,0.313461500001722,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.36157929999172,247.37838419999753,247.37838419999753,248.77733219999936,space,1.3889178000099491,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.77735469999607,248.79312539999955,248.79312539999955,259.29417509998893,space,10.497448299996904,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
8,test2/rightstar.PNG,space,,,,,,,,,0,0,0,1,,,,,259.3662558999931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.29809789999854,259.3662558999931,259.8105227999913,259.81053429999156,260.29440369999793,260.74303569999756,260.5777428000001,260.577755899998,261.90979259999585,261.90979259999585,262.3785690999939,right,0.4547394999972312,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
2,test2/leftstar.PNG,left,,,,,,,,,0,1,1,4,,,,,262.4443428999948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.379339799998,262.4443428999948,262.89392529999895,262.89393689999997,263.39457389999006,,263.69485259999055,263.69486360000155,264.99291190000076,264.99291190000076,265.3272189999989,left,0.32932079999591224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
1,test2/blank.PNG,space,,,,,,,,,0,2,2,2,,,,,265.4047767000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.32753549999325,265.4047767000011,265.8441687000013,265.8441792999947,266.3274451999896,266.64304149999225,266.61062929999025,266.61064039998746,268.03124569999636,268.03124569999636,270.277837799993,space,2.240216499994858,None,268.84370769999805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
1,test2/leftstar.PNG,left,,,,,,,,,0,3,3,0,,,,,270.34293400000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.2781573999964,270.34293400000024,270.7935836999968,270.7935957000009,271.2778304999956,271.7240078999894,271.5616243999975,271.56163769999694,272.9362242999923,272.9362242999923,273.39457609999226,left,0.44299390001106076,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
8,test2/rightstar.PNG,space,,,,,,,,,0,4,4,5,,,,,273.4762749999936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.39489820000017,273.4762749999936,273.9103624999989,273.9103737999976,274.3936205999926,274.8619727999903,274.67716310000105,274.67717640000046,275.9928665999905,275.9928665999905,276.27894549998746,space,0.2772759999934351,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
9,test2/rightstar.PNG,space,,,,,,,,,0,5,5,3,,,,,276.3471275999909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.2797947999934,276.3471275999909,276.79395969999314,276.79397129999415,277.29392159999406,277.7329364999896,277.57712479999464,277.57713520000107,278.8931190000003,278.8931190000003,279.4606547000003,space,0.5553061999962665,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.46089999999094,279.47646330000134,279.47646330000134,280.4764235999901,283.34453499999654,space,3.866702500003157,None,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.34456209999917,283.3599486999883,283.3599486999883,284.3613594999915,286.96053219999885,space,3.5977805000002263,None,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
1,condition_2/leftstar.PNG,left,,,,,,,,,,,,,0,0,0,16,287.03734859998804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.9661672999937,287.03734859998804,287.4610451999906,287.4610593999969,287.96044289998827,288.4095415999909,288.24378199999046,288.2437925999984,289.57659669998975,289.57659669998975,290.02749719998974,left,1,0.44530370000575203,None,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
2,condition_2/leftstar.PNG,left,,,,,,,,,,,,,0,1,1,1,290.0981117999909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.02803829999175,290.0981117999909,290.54338769998867,290.54340019999654,291.0429845999897,291.49959449999733,291.3276138999936,291.3276449999976,292.6429758000013,292.6429758000013,292.9770346000005,left,1,0.32881110000016633,None,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
8,condition_2/leftstar.PNG,space,,,,,,,,,,,,,0,2,2,18,293.0495962999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.97742349999317,293.0495962999994,293.4936764000013,293.4936873999977,293.9764351999911,294.41463379999914,294.26059369998984,294.2606034999917,295.57635319999827,295.57635319999827,295.87755799999286,space,1,0.29083499999251217,None,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
1,condition_2/rightstar.PNG,right,,,,,,,,,,,,,0,3,3,4,295.96090459999687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.8779355000006,295.96090459999687,296.3934806999896,296.3934925999929,296.8768677999906,297.34202070000174,297.1619798999891,297.16199079999933,298.47639389999676,298.47639389999676,299.87746449999395,right,1,1.3934500999894226,None,299.2768864999962,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
9,condition_2/rightstar.PNG,space,,,,,,,,,,,,,0,4,4,15,299.9466279999906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.87802340000053,299.9466279999906,300.3780352999893,300.37804919999326,300.89398529999016,301.3429979999928,301.17728659999557,301.1772983999981,302.4775459999946,302.4775459999946,302.9603744999913,space,1,0.47157110000262037,None,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
2,condition_2/rightstar.PNG,right,,,,,,,,,,,,,0,5,5,13,303.03188399999635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.9607274000009,303.03188399999635,303.4770017999981,303.4770296999923,303.9600345999934,304.40546979999635,304.24325689999387,304.243269300001,305.56115470000077,305.56115470000077,305.9942265999998,right,1,0.42600239999592304,None,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
9,condition_2/rightstar.PNG,space,,,,,,,,,,,,,0,6,6,7,306.07113440000103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.99460229999386,306.07113440000103,306.5103948999895,306.51040689999354,307.0103181000013,,307.29468839999754,307.29470220000076,308.60988499999803,308.60988499999803,308.89463819999946,space,1,0.28306840000732336,None,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
9,condition_2/leftstar.PNG,space,,,,,,,,,,,,,0,7,7,19,308.9700174999889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.8950191999902,308.9700174999889,309.4102271999873,309.41023829999904,309.9101689999952,310.36313079998945,310.19425899999624,310.1942781999969,311.50966929999413,311.50966929999413,311.8109066999896,space,1,0.2868839000002481,None,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
