stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,image_7.stopped,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,image_2.stopped,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,image_9.stopped,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,routine_26.started,text_12.started,key_resp_11.started,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,image_5.stopped,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
8,condition_1/leftstar.PNG,left,,,,,1,3,28,18,,,,,,,,,177.02885680000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.95532709999998,177.02885680000009,177.4574909999999,177.45750049999992,177.94074299999988,178.39161009999998,178.2245316000001,178.2245418,179.54876439999998,179.54876439999998,180.33762339999998,180.3416333,left,1,0.7905203999998776,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
8,condition_1/rightstar.PNG,right,,,,,1,4,29,23,,,,,,,,,180.41539829999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.34200020000003,180.41539829999988,180.8444305999999,180.8444414999999,181.3309314999999,181.81129349999992,181.61451140000008,181.61452129999998,182.9397939999999,182.9397939999999,,183.5343941000001,right,1,0.592428899999959,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
2,condition_1/rightstar.PNG,space,,,,,1,5,30,21,,,,,,,,,183.6039378999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.53476509999996,183.6039378999999,184.03757640000003,184.03758549999998,184.52079780000008,184.9728737999999,184.80441889999997,184.80443190000005,186.1293212999999,186.1293212999999,,186.79807269999992,space,1,0.6669065999999475,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
8,condition_1/blank.PNG,space,,,,,1,6,31,24,,,,,,,,,186.87699199999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.79842759999997,186.87699199999997,187.30320419999998,187.30327119999993,187.7842217,188.14821890000007,188.07915479999997,188.07923290000008,189.48790170000007,189.48790170000007,190.2778092000001,190.4482496999999,space,1,0.9582041000001027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
1,condition_1/blank.PNG,space,,,,,1,7,32,8,,,,,,,,,190.5218276999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.4486632999999,190.5218276999999,190.95135359999995,190.9513634,191.4342211999999,191.7881158,191.7213432000001,191.72135460000004,193.0402348,193.0402348,193.8275446,193.93465539999988,space,1,0.8917109999999866,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
8,condition_1/rightstar.PNG,right,,,,,1,8,33,14,,,,,,,,,194.0114662000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.9350512000001,194.0114662000001,194.4377875,194.43779879999988,194.9208466,195.36808849999989,195.20446889999994,195.204479,196.5786971,196.5786971,197.36745419999988,197.46125940000002,right,1,0.8798452000000907,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
9,condition_1/leftstar.PNG,left,,,,,1,9,34,20,,,,,,,,,197.5316226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.46163769999998,197.5316226,197.96768509999993,197.96769489999997,198.4475958999999,198.90482109999994,198.73111990000007,198.73113239999998,200.0559249999999,200.0559249999999,200.8444176999999,201.03156319999994,left,1,0.9749108000000888,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
9,condition_1/leftstar.PNG,left,,,,,1,10,35,19,,,,,,,,,201.10203249999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.0319508,201.10203249999995,201.53425130000005,201.5342619999999,202.02431649999994,202.48164100000008,202.31138669999996,202.31139910000002,203.62834369999996,203.62834369999996,,204.15787580000006,left,1,0.5266311000000314,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
8,condition_1/rightstar.PNG,right,,,,,1,11,36,6,,,,,,,,,204.22952779999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.15823879999994,204.22952779999991,204.66079560000003,204.66080549999992,205.14388860000008,205.59482030000004,205.4278721999999,205.4278816000001,206.75415780000003,206.75415780000003,207.54486169999996,207.6580285,right,1,0.9010918999999831,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
9,condition_1/rightstar.PNG,right,,,,,1,12,37,15,,,,,,,,,207.7281782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.65840509999998,207.7281782,208.1608791000001,208.16088910000008,208.64419700000008,209.09149810000008,208.92811789999996,208.92812830000003,210.25240770000005,210.25240770000005,211.04081330000008,211.38490189999993,right,1,1.1289864999998827,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
1,condition_1/leftstar.PNG,space,,,,,1,13,38,0,,,,,,,,,211.45467869999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.3852789,211.45467869999993,211.88763010000002,211.88763949999998,212.37448440000003,212.82152930000007,212.6579331999999,212.65794299999993,213.97942039999998,213.97942039999998,214.7672144999999,214.99841349999997,space,1,1.0163601000001563,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
9,condition_1/blank.PNG,space,,,,,1,14,39,11,,,,,,,,,215.0749541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.9988246999999,215.0749541,215.50106039999991,215.5010717,215.98768270000005,216.30739629999994,216.2714367000001,216.27144829999997,217.67019419999997,217.67019419999997,218.4574536,218.94133149999993,space,1,1.2684696999999687,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
2,condition_1/leftstar.PNG,space,,,,,1,15,40,1,,,,,,,,,219.01164919999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.94175999999993,219.01164919999997,219.44454999999994,219.44456420000006,219.92745680000007,220.37112890000003,220.21115379999992,220.21116359999996,221.58421989999988,221.58421989999988,222.37415020000003,222.9649750000001,space,1,1.3789150000000063,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
2,condition_1/rightstar.PNG,space,,,,,1,16,41,5,,,,,,,,,223.04114559999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.9653424999999,223.04114559999994,223.46754570000007,223.46755529999996,223.95412779999992,224.40468639999995,224.23783079999998,224.2378397,225.56272779999995,225.56272779999995,226.3508549999999,226.5760335,space,1,1.0103010999998787,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
8,condition_1/leftstar.PNG,left,,,,,1,17,42,2,,,,,,,,,226.65172860000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.57644389999996,226.65172860000007,227.07748719999995,227.07749620000004,227.5643579,228.01899589999994,227.84824909999998,227.8482603,229.1729871,229.1729871,,229.82811270000002,left,1,0.6539065999998002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
2,condition_1/leftstar.PNG,space,,,,,1,18,43,17,,,,,,,,,229.90780369999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.82846139999992,229.90780369999993,230.33425149999994,230.33426209999993,230.814122,231.27120160000004,231.09785439999996,231.09786559999998,232.42367059999992,232.42367059999992,233.2106601999999,233.4515303999999,space,1,1.0243408999999701,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
2,condition_1/blank.PNG,space,,,,,1,19,44,9,,,,,,,,,233.52162040000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.45190939999998,233.52162040000007,233.9542454,233.95425509999995,234.44088390000002,234.7592585,234.72436330000005,234.724373,236.14811529999997,236.14811529999997,236.9344059,237.8048659000001,space,1,1.6558113999999478,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
9,condition_1/leftstar.PNG,left,,,,,1,20,45,3,,,,,,,,,237.87496659999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.80525310000007,237.87496659999988,238.3079161999999,238.3079302000001,238.79110960000003,239.24793290000002,239.07445899999993,239.07446890000006,240.4423753000001,240.4423753000001,241.23068919999992,241.61123180000004,left,1,1.1671400999998696,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
8,condition_1/blank.PNG,space,,,,,1,21,46,10,,,,,,,,,241.68222020000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.61160360000008,241.68222020000007,242.1141275,242.11413719999996,242.597489,242.9209100999999,242.8846344000001,242.88464550000003,244.30782139999997,244.30782139999997,245.09416310000006,246.21115919999988,space,1,1.9021350999998958,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
1,condition_1/rightstar.PNG,space,,,,,1,22,47,12,,,,,,,,,246.28546529999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.21153200000003,246.28546529999994,246.71413430000007,246.71414400000003,247.19746469999995,247.65853470000002,247.48136569999997,247.48137539999993,248.85178990000009,248.85178990000009,249.63741400000004,249.80838319999998,space,1,0.9540514000000258,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
1,condition_1/leftstar.PNG,space,,,,,1,23,48,22,,,,,,,,,249.88032989999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.80880189999993,249.88032989999988,250.31104430000005,250.31105359999992,250.7973282999999,251.2458349000001,251.08112920000008,251.08114079999996,252.4027506,252.4027506,253.19083909999995,253.40138950000005,space,1,0.9977292999999463,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
2,condition_1/rightstar.PNG,space,,,,,1,24,49,13,,,,,,,,,253.47821810000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.40177670000003,253.47821810000005,253.90433789999997,253.9043486999999,254.3874452,254.83912639999994,254.67080080000005,254.67081050000002,255.9957366000001,255.9957366000001,256.78399590000004,256.7789296000001,space,1,0.7823105000002215,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.77925630000004,256.78399590000004,256.78399590000004,259.6913282999999,space,2.9063026000001173,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.6913497999999,259.6951587000001,259.6951587000001,280.7512835,space,21.05421290000004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
9,test2/rightstar.PNG,space,,,,,,,,,0,0,0,3,,,,,280.8579631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.7552934,280.8579631,281.2541341000001,281.2541458999999,281.7374728,282.2314948999999,282.0210979000001,282.0211101,283.3543033000001,283.3543033000001,284.1439676,284.5633914,space,1.206031300000177,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
1,test2/leftstar.PNG,left,,,,,,,,,0,1,1,0,,,,,284.6485766999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.5638398000001,284.6485766999999,285.06418959999996,285.064202,285.55084669999997,286.03545800000006,285.8345712,285.83458270000006,287.1603926,287.1603926,287.95111380000003,288.1686155,left,1.0039186999999856,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
8,test2/rightstar.PNG,space,,,,,,,,,0,2,2,5,,,,,288.24874550000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.16894350000007,288.24874550000004,288.67074950000006,288.6707609,289.1571431,289.6251969,289.44446229999994,289.4444739999999,290.76604210000005,290.76604210000005,291.5541226,291.8247226000001,space,1.0555288000000473,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
2,test2/leftstar.PNG,left,,,,,,,,,0,3,3,4,,,,,291.8985593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.8251152,291.8985593,292.32751310000003,292.3275249999999,292.8107494000001,293.26537899999994,293.0946868000001,293.09469880000006,294.42269899999997,294.42269899999997,295.2107246999999,295.49856320000004,left,1.0739092999999684,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
1,test2/blank.PNG,space,,,,,,,,,0,4,4,2,,,,,295.5752319999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.4989129999999,295.5752319999999,296.0005945999999,296.0006063000001,296.48755200000005,296.8025376999999,296.7709602,296.7709703999999,298.1990095000001,298.1990095000001,298.98747000000003,300.18786180000006,space,1.9864548000000468,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
8,test2/rightstar.PNG,space,,,,,,,,,0,5,5,1,,,,,300.26180780000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.18819269999995,300.26180780000004,300.69430809999994,300.69431839999993,301.17412620000005,301.62515570000005,301.45769010000004,301.45770289999996,302.8410122,302.8410122,303.6274413000001,303.9186936000001,space,1.073550800000021,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.9189858,303.92306069999995,303.92306069999995,304.7150615999999,space,0.7885324000001219,None,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.71509289999995,304.7196087,304.7196087,305.5713575,space,0.8505956999999853,None,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
2,condition_2/rightstar.PNG,right,,,,,,,,,,,,,0,0,0,13,305.6580151999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.57670200000007,305.6580151999999,306.07408770000006,306.0741000999999,306.5574007,307.0186323999999,306.8409959999999,306.8410085999999,308.174221,308.174221,308.9607481999999,309.2477675,right,1,1.0706027000001086,None,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
9,condition_2/leftstar.PNG,space,,,,,,,,,,,,,0,1,1,19,309.3222160999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.2484101,309.3222160999999,309.75131310000006,309.7513254999999,310.2341326999999,310.7017991,310.5212758,310.5212882000001,311.8431518,311.8431518,312.63391049999996,312.9180211999999,space,1,1.0735912000000098,None,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
8,condition_2/leftstar.PNG,space,,,,,,,,,,,,,0,2,2,18,312.99125159999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.91848329999993,312.99125159999994,313.4208206999999,313.4208329999999,313.9045555,314.3616377000001,314.1879457,314.1879684999999,315.5161450999999,315.5161450999999,316.3076329999999,316.91177500000003,space,1,1.3898064999998496,None,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
8,condition_2/rightstar.PNG,space,,,,,,,,,,,,,0,3,3,14,316.9846829999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.9122665,316.9846829999999,317.4141534999999,317.41416520000007,317.90093750000005,318.3513349,318.18426049999994,318.1842712,319.5084482,319.5084482,320.30066940000006,320.5477776,space,1,1.0372460999999475,None,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
8,condition_2/rightstar.PNG,space,,,,,,,,,,,,,0,4,4,6,320.6251050000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.54819339999995,320.6251050000001,321.05085299999996,321.05086570000003,321.5341650999999,321.9818745,321.81760340000005,321.8176137999999,323.1421802,323.1421802,323.9306807999999,323.9410908,space,1,0.797999000000118,None,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
2,condition_2/leftstar.PNG,left,,,,,,,,,,,,,0,5,5,22,324.01819810000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.9415211999999,324.01819810000006,324.44781809999995,324.4478326000001,324.92743900000005,325.3719297,325.21090129999993,325.21091279999996,326.53530780000006,326.53530780000006,327.3240126999999,327.3916185999999,left,1,0.8541855000000851,None,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
2,condition_2/blank.PNG,space,,,,,,,,,,,,,0,6,6,9,327.4678873999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.3920017999999,327.4678873999999,327.89413850000005,327.8941511999999,328.38061459999994,328.6964230000001,328.66418309999995,328.6641950999999,330.08808870000007,330.08808870000007,330.87767529999996,330.9977269000001,space,1,0.9073907000001782,None,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
1,condition_2/rightstar.PNG,right,,,,,,,,,,,,,0,7,7,21,331.0747672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.99809600000003,331.0747672,331.50070619999997,331.5007186999999,331.98410089999993,332.4282490999999,332.26730840000005,332.2673185000001,333.6331574000001,333.6331574000001,,334.08820560000004,right,1,0.4512358000001768,None,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
1,condition_2/blank.PNG,space,,,,,,,,,,,,,0,8,8,8,334.1646502000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.08858340000006,334.1646502000001,334.59081560000004,334.5908325999999,335.07736879999993,335.39141659999996,335.3611389,335.3611495,336.7816909999999,336.7816909999999,337.57064850000006,338.48476529999994,space,1,1.6997243000000708,None,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
9,condition_2/blank.PNG,space,,,,,,,,,,,,,0,9,9,11,338.5511856999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.4851506,338.5511856999999,338.9874628,338.98747419999995,339.47115929999995,339.7841684,339.7545092999999,339.7545216000001,341.0742253000001,341.0742253000001,341.86081089999993,342.2012698000001,space,1,1.1240390000000389,None,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
