stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,image_7.stopped,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,image_2.stopped,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,text_13.stopped,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,image_5.stopped,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,condition_1/rightstar.PNG,space,,,,,1,3,28,4,,,,,,,,,185.05224750000343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.97003000001132,185.05224750000343,185.48547800000233,185.48548770000343,185.98559950001072,186.45247980000568,186.26934700000857,186.26937000000908,187.58497070000158,187.58497070000158,187.98573820000456,right,0,0.3912941000016872,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
2,condition_1/leftstar.PNG,space,,,,,1,4,29,17,,,,,,,,,188.06901260001177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.98609370000486,188.06901260001177,188.48609210000723,188.48610590001044,188.98584239999764,189.45197069999995,189.26908510000794,189.26909400000295,190.58485559999826,190.58485559999826,190.98587699999916,left,0,0.3863110999955097,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
8,condition_1/blank.PNG,space,,,,,1,5,30,10,,,,,,,,,191.05168920000142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.98623260000022,191.05168920000142,191.50215680000838,191.502166700011,191.985843500006,192.3190542000084,192.2697821000038,192.2697935000033,193.68415529999766,193.68415529999766,196.1025234000117,space,1,2.4124584999954095,None,194.48553689999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
2,condition_1/leftstar.PNG,space,,,,,1,6,31,1,,,,,,,,,196.1858504999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.1029358000087,196.1858504999982,196.61879269999918,196.61880300000485,197.1026467000047,197.58576590000303,197.38617579999845,197.38618529999803,198.75176959999953,198.75176959999953,199.0695005000016,left,0,0.3128036999987671,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
9,condition_1/rightstar.PNG,right,,,,,1,7,32,15,,,,,,,,,199.143834100003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.07005500000378,199.143834100003,199.58648790000007,199.58650040000794,200.08538860001136,200.56902660000196,200.36950700001034,200.36951860001136,201.6683525999979,201.6683525999979,202.38615570000547,right,1,0.7092636000015773,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
1,condition_1/leftstar.PNG,space,,,,,1,8,33,22,,,,,,,,,202.45644220001122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.38651029999892,202.45644220001122,202.90225569999893,202.9022665000084,203.38567840000906,203.85266129999945,203.66968300000008,203.66969300000346,204.98511350000626,204.98511350000626,205.5530856999976,left,0,0.5514996999991126,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
8,condition_1/rightstar.PNG,right,,,,,1,9,34,14,,,,,,,,,205.63527420000173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.55351750001137,205.63527420000173,206.06887730000017,206.0688872000028,206.56883150000067,207.052002299999,206.85384960001102,206.853864100005,208.15163890000258,208.15163890000258,208.60290130000794,right,1,0.44078299999819137,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
1,condition_1/leftstar.PNG,space,,,,,1,10,35,0,,,,,,,,,208.68522300000768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.60326070000883,208.68522300000768,209.1187670000072,209.11877830000594,209.6023761000106,210.08567179999955,209.88628520000202,209.88629560000845,211.20143149999785,211.20143149999785,211.95317020000948,space,1,0.7358633000112604,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
1,condition_1/rightstar.PNG,space,,,,,1,11,36,12,,,,,,,,,212.02866920000815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.95355390000623,212.02866920000815,212.46939600000042,212.4694090999983,212.96890170000552,213.452517800004,213.25345990000642,213.25347589999728,214.5518863000034,214.5518863000034,215.01962710000225,space,1,0.46522640000330284,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
1,condition_1/leftstar.PNG,space,,,,,1,12,37,16,,,,,,,,,215.08515470000566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.02007270000468,215.08515470000566,215.5357636000117,215.53577360000054,216.01945230001002,216.48601580000832,216.30281160000595,216.30282979999902,217.63503460001084,217.63503460001084,218.30285190000723,space,1,0.665408100001514,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
2,condition_1/rightstar.PNG,space,,,,,1,13,38,5,,,,,,,,,218.38515820000612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.30321920001006,218.38515820000612,218.81891120001092,218.81892220000736,219.31840240000747,219.78557659999933,219.60303040000144,219.60304260000703,220.90147190001153,220.90147190001153,221.35347100000945,space,1,0.43590889999177307,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
9,condition_1/leftstar.PNG,left,,,,,1,14,39,20,,,,,,,,,221.43511279999802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.35389470000518,221.43511279999802,221.8685778000072,221.86858930000744,222.3690312000108,222.8352312000061,222.6525210000109,222.65253459999803,223.9686298000015,223.9686298000015,224.5695187000092,left,1,0.588872899999842,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
8,condition_1/rightstar.PNG,right,,,,,1,15,40,23,,,,,,,,,224.65219750000688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.56989969999995,224.65219750000688,225.08576010000252,225.08577050000895,225.5687237000093,226.05263910000212,225.853449000002,225.8534656999982,227.1851602000097,227.1851602000097,227.75242509999953,right,1,0.5613791000068886,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
9,condition_1/leftstar.PNG,left,,,,,1,16,41,19,,,,,,,,,227.82278290000977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.75286259999848,227.82278290000977,228.26881819999835,228.26882890000707,228.7521134999988,229.21945869999763,229.0360772999993,229.0360895000049,230.35188149999885,230.35188149999885,230.90314740000758,left,1,0.5477027000015369,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
9,condition_1/leftstar.PNG,left,,,,,1,17,42,3,,,,,,,,,230.97077340001124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.9035683000111,230.97077340001124,231.41922660000273,231.41923749999842,231.90212830000382,232.3694555000111,232.18594419999863,232.18595420000202,233.51828360000218,233.51828360000218,233.88630199999898,left,1,0.36072450000210665,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
1,condition_1/blank.PNG,space,,,,,1,18,43,8,,,,,,,,,233.95175820001168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.8866616000014,233.95175820001168,234.40178800000285,234.40179940000235,234.90176690000226,235.2185756000108,235.18585310000344,235.1858801000053,236.58509490000142,236.58509490000142,236.9367624000006,space,1,0.34874619999027345,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
8,condition_1/rightstar.PNG,right,,,,,1,19,44,6,,,,,,,,,237.00259260000894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.93713570000546,237.00259260000894,237.4525283999974,237.45254009999917,237.95157980000658,238.41905090000364,238.23552570000174,238.23553540000285,239.60257640000782,239.60257640000782,239.93603530000837,right,1,0.3246969000028912,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
2,condition_1/rightstar.PNG,space,,,,,1,20,45,13,,,,,,,,,240.00164800000493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.9363874999981,240.00164800000493,240.43641070000012,240.4364207000035,240.9360572000005,241.4027855000022,241.21950240001024,241.21951460000128,242.5349847000034,242.5349847000034,243.11963690000994,space,1,0.5831860000034794,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
9,condition_1/blank.PNG,space,,,,,1,21,46,11,,,,,,,,,243.20230450000963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.12002040000516,243.20230450000963,243.63560760000837,243.63561820000177,244.11885070000426,244.43526220000058,244.4026758000109,244.40268800000194,245.8857532999973,245.8857532999973,246.18631550000282,space,1,0.2978053999977419,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
9,condition_1/rightstar.PNG,right,,,,,1,22,47,7,,,,,,,,,246.2637822000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.186683500011,246.2637822000106,246.70255519999773,246.70256650001102,247.1855945999996,247.65262990001065,247.4691770000063,247.46918830000504,248.83518080000067,248.83518080000067,249.18617559999984,right,1,0.33789309998974204,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
8,condition_1/blank.PNG,space,,,,,1,23,48,24,,,,,,,,,249.26466050000454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.18660580000142,249.26466050000454,249.70217520000006,249.70218540000496,250.18567370000528,250.50156590000552,250.4691976000031,250.46920750000572,251.86157540000568,251.86157540000568,253.38644159999967,space,1,1.523952500006999,None,252.66838740000094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
8,condition_1/leftstar.PNG,left,,,,,1,24,49,18,,,,,,,,,253.4520601999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.3867995000037,253.4520601999975,253.90219090000028,253.9022011000052,254.40229620000173,254.88585269999749,254.68659150000894,254.68660140001157,256.03568420000374,256.03568420000374,256.55329039999924,left,1,0.5077213999902597,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.5535702000052,256.5684423000057,256.5684423000057,265.5023562999995,space,8.926117399998475,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.5023846000113,265.51826979999896,265.51826979999896,288.9524247000081,space,23.41886780000641,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
1,test2/leftstar.PNG,left,,,,,,,,,0,0,0,0,,,,,289.0356490999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.95675630000187,289.0356490999984,289.46883080000407,289.468841599999,289.95179669999925,290.43580780000775,290.2352119999996,290.2352225000068,291.5684617000079,291.5684617000079,292.07005090000166,left,0.4843428000021959,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
1,test2/blank.PNG,space,,,,,,,,,0,1,1,2,,,,,292.1525532000087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.07053050000104,292.1525532000087,292.5859544999985,292.5859683000017,293.0853732000105,293.40172190000885,293.36929370000144,293.36930479999864,294.85201170000073,294.85201170000073,295.16950129999896,space,0.31562290000147186,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
9,test2/rightstar.PNG,space,,,,,,,,,0,2,2,3,,,,,295.25222850000137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.16984980000416,295.25222850000137,295.6860674000054,295.68607870000415,296.16869760000554,296.65211900000577,296.4528161000053,296.4528277000063,297.8184456000017,297.8184456000017,298.51916399999755,space,0.6864110000024084,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
8,test2/rightstar.PNG,space,,,,,,,,,0,3,3,5,,,,,298.60169350000797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.51950080000097,298.60169350000797,299.0356482000061,299.0356604999979,299.518677,299.9850479000015,299.8043880000041,299.80440010000893,301.1179217000026,301.1179217000026,301.65236330000334,space,0.5192341000074521,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
2,test2/leftstar.PNG,left,,,,,,,,,0,4,4,4,,,,,301.7248077999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.6527705000044,301.7248077999975,302.1691967000079,302.16920770000434,302.6525151000096,303.1354345,302.93649059999734,302.9365015000076,304.25151230000483,304.25151230000483,304.6860502000054,left,0.43092349999642465,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
8,test2/rightstar.PNG,space,,,,,,,,,0,5,5,1,,,,,304.7508169000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.6863644999976,304.7508169000066,305.2023093000025,305.2023227000027,305.6853598000016,306.1693830000004,305.969265000007,305.9692761000042,307.2849477999989,307.2849477999989,307.70277709999937,space,0.4114246999961324,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.7030233000114,307.7181982000038,307.7181982000038,308.7188022000046,313.6201138000033,space,5.898276099993382,None,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.62014110000746,313.63566850000643,313.63566850000643,314.6355084000097,316.8716151000117,space,3.2331517999991775,None,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
8,condition_2/blank.PNG,space,,,,,,,,,,,,,0,0,0,10,316.95156830000633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.8770338000031,316.95156830000633,317.38566870000795,317.38568130000203,317.8854419999989,318.20337329999893,318.16916960000526,318.1691823000001,319.48533310000494,319.48533310000494,320.28530860001047,320.75350050001,space,1,1.267029900001944,None,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
9,condition_2/leftstar.PNG,space,,,,,,,,,,,,,0,1,1,3,320.82579380000243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.7541043000092,320.82579380000243,321.26872570000705,321.2687386000034,321.76862610000535,322.25216970000474,322.05243640000117,322.0524479000014,323.41309580000234,323.41309580000234,,323.9353415000078,left,0,0.5162990000098944,None,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
2,condition_2/rightstar.PNG,right,,,,,,,,,,,,,0,2,2,13,324.01119240000844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.9356886000023,324.01119240000844,324.45245490000525,324.452466600007,324.9357868000079,325.41898790000414,325.2192614000087,325.21927310001047,326.534830900011,326.534830900011,,326.93595579999965,right,1,0.3980003000033321,None,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
1,condition_2/rightstar.PNG,right,,,,,,,,,,,,,0,3,3,21,327.0039900999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.9363243000116,327.0039900999982,327.4520762000029,327.4520879000047,327.9353085000039,328.4022149000084,328.21906010000384,328.21907120000105,329.5349794000067,329.5349794000067,,330.0022115000029,right,1,0.45095530000980943,None,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
8,condition_2/rightstar.PNG,space,,,,,,,,,,,,,0,4,4,14,330.0712705000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.00257950001105,330.0712705000042,330.51911819999805,330.519131699999,331.0019686000014,331.48538220000046,331.28591459999734,331.28592510000453,332.60150980000617,332.60150980000617,,333.00292530001025,space,1,0.3886973000044236,None,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
9,condition_2/blank.PNG,space,,,,,,,,,,,,,0,5,5,11,333.07018110000354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.0033914000087,333.07018110000354,333.51876430000993,333.5187764000002,334.0186471000052,334.33936260000337,334.302689300006,334.3027007000055,335.69673730000795,335.69673730000795,,336.16928539999935,space,1,0.46136760000081267,None,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
2,condition_2/leftstar.PNG,left,,,,,,,,,,,,,0,6,6,1,336.23404130000563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.16964649999863,336.23404130000563,336.6850803999987,336.6851000000024,337.16831520000414,337.6359230000089,337.4519134000002,337.4519228999998,338.81169919999957,338.81169919999957,,339.168860100006,left,1,0.3476760999910766,None,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
2,condition_2/blank.PNG,space,,,,,,,,,,,,,0,7,7,9,339.2358233999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.16929030000756,339.2358233999985,339.6851278000104,339.6851388000068,340.16871360001096,340.4839159000112,340.4525208999985,340.4525319000095,341.8685913000081,341.8685913000081,342.6689269000053,342.7862916000013,space,1,0.9031180000019958,None,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
1,condition_2/rightstar.PNG,right,,,,,,,,,,,,,0,8,8,12,342.8506660999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.7867355000053,342.8506660999992,343.3020971000078,343.3021090999973,343.8021760999982,344.2854501000111,344.085571100004,344.0855811000074,345.44326120000915,345.44326120000915,,346.152691700001,right,1,0.707328200005577,None,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
